id_produto,sku,nome_produto,categoria,marca,preco_lista,custo_unitario,peso_kg,ativo
711,SKU-9621,Voluptatem,eletronicos,Adidas,782.16,479.2,2.77,False
712,SKU-6864,Animi,Casa,Genérica,2992.05,1892.83,13.25,True
713,SKU-7579,Ipsa,Beleza,LG,3176.07,1997.01,8.06,False
714,SKU-6163,Reprehenderit,Beleza,LG,3736.07,2699.04,6.24,False
715,SKU-6299,Illum,Beleza,Apple,3309.84,1924.91,3.29,True
716,SKU-8412,Necessitatibus,Casa,Nike,1459.23,437.91,0.62,True
717,SKU-9480,Perspiciatis,eletronicos,LG,2395.18,726.42,14.77,True
718,SKU-1355,Repellendus,Roupas,Adidas,3427.21,1904.28,8.6,True
719,SKU-8542,Ipsum,Roupas,Apple,404.32,149.28,5.57,True
720,SKU-5920,Alias,Eletrônicos,Adidas,954.99,477.4,13.78,True
721,SKU-8905,Molestias,eletronicos,Nike,2902.61,2069.14,10.37,True
722,SKU-5921,Esse,Eletrônicos,Genérica,2393.07,1685.13,5.79,True
723,SKU-6478,Consequuntur,Roupas,Nike,3689.83,1875.4,13.03,True
724,SKU-1187,Minus,Casa,Samsung,2998.28,1356.4,0.71,True
725,SKU-4617,Minus,eletronicos,Samsung,1327.52,845.39,14.96,False
726,SKU-9269,Unde,Eletrônicos,Apple,3018.78,1557.59,11.82,True
727,SKU-2352,Quidem,Casa,Adidas,554.79,373.18,8.27,True
728,SKU-9221,Rem,Casa,Genérica,367.76,134.3,2.11,True
729,SKU-4212,Commodi,Beleza,Adidas,1966.81,1570.57,7.91,True
730,SKU-8046,Eligendi,Roupas,Genérica,314.43,239.61,1.43,False
731,SKU-6706,Veniam,eletronicos,LG,1711.46,808.26,9.87,True
732,SKU-6729,Velit,Beleza,Nike,701.94,429.3,6.66,True
733,SKU-7124,Ad,eletronicos,Genérica,822.75,597.63,1.77,True
734,SKU-3419,Illo,Roupas,Samsung,994.9,469.23,12.08,True
735,SKU-1372,Harum,Roupas,Apple,1816.74,1217.23,3.26,True
736,SKU-3315,Placeat,Eletrônicos,Nike,2208.74,1306.47,9.99,True
737,SKU-1984,Eligendi,Roupas,Apple,1044.16,725.27,9.31,True
738,SKU-1136,Nobis,Eletrônicos,Nike,1875.89,1182.16,9.98,True
739,SKU-1312,Recusandae,Roupas,Genérica,3461.2,1707.28,14.7,True
740,SKU-8940,Recusandae,Beleza,Adidas,3618.37,1244.76,3.06,False
741,SKU-1352,Pariatur,Eletrônicos,Apple,2255.93,1717.07,4.64,False
742,SKU-3572,Perspiciatis,Eletrônicos,LG,1591.8,1022.18,5.4,True
743,SKU-9212,Earum,Roupas,Samsung,967.73,593.12,13.19,True
744,SKU-5590,Rem,eletronicos,Apple,3778.22,1779.14,5.95,True
745,SKU-7262,Consequuntur,Beleza,Genérica,378.55,229.48,9.42,True
746,SKU-3502,Odit,Casa,LG,1686.81,1273.32,5.01,True
747,SKU-3270,Fuga,Beleza,Adidas,850.83,546.25,3.11,True
748,SKU-9582,Fuga,eletronicos,Nike,1256.72,1002.67,14.64,True
749,SKU-3589,Repellendus,Roupas,Samsung,2635.24,1524.93,14.23,True
750,SKU-3384,Tempora,Eletrônicos,LG,761.02,563.2,6.27,False
751,SKU-5485,Corrupti,eletronicos,Apple,1234.29,436.18,2.85,True
752,SKU-4783,Fugiat,Beleza,Apple,2434.25,1011.32,0.49,True
753,SKU-8808,Quia,eletronicos,Adidas,2761.92,1997.06,7.08,True
754,SKU-7348,Odio,Casa,Nike,760.39,280.4,2.98,True
755,SKU-1245,Magni,Roupas,Nike,1652.1,679.47,10.1,True
756,SKU-2083,Corporis,eletronicos,Nike,3038.37,2228.84,7.4,True
757,SKU-5043,Officia,Casa,Nike,3471.1,2388.49,9.16,False
758,SKU-7457,Aut,Beleza,Genérica,2889.2,1692.98,8.09,True
759,SKU-8399,Recusandae,Casa,Samsung,2096.98,1549.44,3.76,False
760,SKU-1643,Esse,Beleza,Nike,3935.81,2196.43,9.5,True
761,SKU-8201,Voluptas,Casa,LG,783.71,538.28,4.36,True
762,SKU-1893,Sequi,Beleza,Apple,1707.17,907.86,9.73,True
763,SKU-2854,Voluptatibus,eletronicos,Adidas,2898.91,2229.03,10.47,True
764,SKU-6299,Ipsa,Casa,Samsung,1590.47,619.39,8.9,True
765,SKU-2477,Aliquam,Roupas,LG,3533.72,2282.28,13.62,True
766,SKU-3024,Odio,Eletrônicos,Samsung,2881.95,1882.24,9.55,True
767,SKU-7292,Porro,Beleza,Adidas,2109.55,1634.65,5.74,False
768,SKU-3799,Tempore,Roupas,Adidas,204.31,150.3,12.95,True
769,SKU-3930,Necessitatibus,Eletrônicos,Nike,3479.21,1579.67,10.98,False
770,SKU-3960,Ratione,Eletrônicos,Apple,1176.46,917.89,0.15,True
771,SKU-9153,Numquam,Casa,Adidas,78.46,55.22,9.16,False
772,SKU-8794,Dolor,Casa,Nike,974.38,507.59,9.06,True
773,SKU-9967,Quo,Roupas,Adidas,1001.51,615.25,12.32,True
774,SKU-3429,Doloremque,Eletrônicos,Genérica,224.21,106.39,2.27,True
775,SKU-5889,Illum,Roupas,Samsung,2677.98,869.05,6.31,True
776,SKU-5659,Consequatur,Beleza,Genérica,670.5,432.98,8.97,True
777,SKU-6901,Hic,Eletrônicos,Samsung,3866.18,2645.46,4.91,False
778,SKU-8001,Totam,Beleza,Samsung,3286.45,1467.13,2.1,True
779,SKU-7779,Incidunt,Beleza,Apple,1336.96,866.23,9.22,True
780,SKU-9666,Dolore,Eletrônicos,Nike,2298.33,1521.58,9.11,True
781,SKU-6185,Aperiam,Roupas,Adidas,1725.4,1013.8,9.39,True
782,SKU-9132,Perspiciatis,Beleza,Genérica,2468.73,1520.56,7.44,True
783,SKU-4812,Sint,Roupas,Apple,3538.14,1064.24,0.46,True
784,SKU-4396,Beatae,Beleza,Nike,2957.75,1499.64,5.07,True
785,SKU-4296,Accusamus,Roupas,LG,74.85,52.03,4.69,True
786,SKU-2865,Incidunt,Roupas,LG,3075.12,1531.49,8.58,True
787,SKU-4178,Neque,Roupas,LG,3333.21,2537.04,7.24,False
788,SKU-3224,Saepe,Casa,Apple,3195.1,1960.51,13.39,True
789,SKU-7782,Consequuntur,Eletrônicos,Adidas,1866.01,839.09,10.9,True
790,SKU-1306,Exercitationem,eletronicos,Adidas,2234.05,1435.93,12.01,True
791,SKU-3446,Adipisci,Roupas,Samsung,292.87,137.52,5.69,True
792,SKU-7382,Quos,eletronicos,Adidas,2296.8,823.22,11.76,True
793,SKU-6152,Corporis,Eletrônicos,LG,2829.91,1434.58,7.51,True
794,SKU-5958,Dolores,eletronicos,Adidas,1505.19,679.08,1.77,True
795,SKU-2517,Ipsum,Casa,Adidas,3117.83,974.22,7.29,True
796,SKU-8921,Quos,Beleza,LG,785.14,539.99,2.24,True
797,SKU-9456,Hic,eletronicos,Apple,3293.89,2181.49,6.94,True
798,SKU-1721,Explicabo,Beleza,Samsung,46.32,21.61,13.35,True
799,SKU-6119,Dolor,Eletrônicos,Adidas,2096.69,1424.17,9.62,True
800,SKU-4154,Dolore,Roupas,LG,1303.9,738.18,11.61,True
