id_registro,data,id_campanha,impressoes,cliques,conversoes,custo
1128,2025-02-03,11,11882,54,35,7028.07
1129,2025-12-14,43,52292,5835,3321,5295.42
1130,2025-11-06,1,9493,8532,1477,4968.85
1131,2025-11-06,54,73784,11947,9550,3165.45
1132,2025-11-15,18,30161,13411,9934,8669.36
1133,2025-07-20,60,53447,7500,4709,91.63
1134,2026-01-20,27,66853,2917,436,5049.74
1135,2025-02-18,19,45060,8293,1917,7236.33
1136,2025-03-22,57,71004,4272,2049,6263.02
1137,2025-05-20,37,63890,6228,1992,6829.39
1138,2026-01-21,30,60887,12757,9614,7765.11
1139,2025-10-03,8,34292,7946,553,3474.93
1140,2025-04-25,15,30637,12971,5172,3741.21
1141,2025-06-29,34,70708,5835,79,6322.33
1142,2025-05-04,16,38155,4364,761,3620.43
1143,2025-04-24,53,45325,12318,1245,5013.24
1144,2025-07-05,31,41639,2974,1448,2006.17
1145,2025-02-06,18,24457,9449,3115,4516.04
1146,2025-02-24,16,32226,3321,1087,1900.67
1147,2025-05-14,54,33228,3372,2533,3236.44
1148,2025-05-18,7,16212,12812,1285,6098.52
1149,2025-11-01,32,1368,10919,8871,8624.04
1150,2025-06-09,31,49153,13943,10169,2872.98
1151,2025-04-23,57,75803,14764,14233,2508.86
1152,2025-08-09,49,67495,3046,1147,3611.02
1153,2025-04-12,37,17309,12340,887,4755.33
1154,2025-07-26,31,71379,6983,266,4547.15
1155,2025-11-23,56,23411,6500,3745,8789.74
1156,2025-09-23,34,60802,11490,5171,6218.43
1157,2025-06-10,44,28123,243,194,5250.02
1158,2025-10-19,24,34539,5381,1533,4959.64
1159,2025-06-05,18,62280,3935,3926,5537.1
1160,2025-11-18,12,65874,6045,3472,1934.27
1161,2025-11-02,49,49299,11530,5981,7696.22
1162,2026-01-27,29,24078,4631,1074,8814.49
1163,2025-07-05,15,13590,11289,4422,7246.58
1164,2025-06-05,28,50423,9148,3212,1355.3
1165,2025-05-08,10,62495,12150,159,1630.64
1166,2025-09-21,9,68265,8235,5172,7078.73
1167,2026-01-28,17,74180,4965,4651,477.0
1168,2025-08-27,45,21909,1671,122,1978.43
1169,2025-11-12,31,13122,4216,3685,6714.11
1170,2025-05-24,24,47726,4306,2111,3130.06
1171,2026-01-19,8,46518,6796,5567,8669.89
1172,2025-10-31,37,75983,3309,2661,5859.72
1173,2026-01-10,50,37804,2909,1454,2959.56
1174,2026-01-22,32,59080,8413,1284,3460.59
1175,2025-05-10,30,19485,4744,1372,5783.2
1176,2025-07-19,27,75425,5577,3315,7647.66
1177,2025-04-27,6,21733,1218,703,2092.55
1178,2025-11-25,42,38688,5241,2191,5468.2
1179,2025-12-04,18,58813,6529,6397,7772.12
1180,2025-08-27,48,77428,6000,4267,8691.46
1181,2025-04-15,11,24602,6832,189,1169.11
1182,2025-05-14,43,33483,3894,3852,6707.68
1183,2025-10-08,6,28100,12333,2734,3603.56
1184,2025-10-13,5,62521,1615,1123,531.74
1185,2025-08-26,26,69179,12680,12533,8964.32
1186,2026-02-02,17,20852,1752,172,5910.75
1187,2025-12-24,25,41049,14557,3757,2264.2
1188,2025-09-20,29,17069,4705,1075,4764.34
1189,2025-07-08,2,5107,2845,2717,3243.73
1190,2026-01-25,56,62910,5378,3827,8776.08
1191,2025-10-13,60,36205,8906,7288,1259.28
1192,2025-08-17,35,23704,11479,9680,5398.38
1193,2025-03-14,48,74422,10389,7126,4734.97
1194,2025-09-07,35,41087,10528,5688,4360.78
1195,2025-02-24,52,12238,3771,1809,2805.42
1196,2025-06-02,17,20910,6803,2486,144.47
1197,2025-11-11,53,18365,8624,5634,2616.52
1198,2025-02-08,1,64978,8817,7816,2731.51
1199,2025-04-08,28,38893,12598,9781,2119.38
1200,2025-03-27,36,49474,168,48,3735.04
1201,2025-09-10,28,52240,9234,4094,1511.26
1202,2025-08-04,42,51581,12126,6199,2024.3
1203,2025-10-05,28,31899,1347,1058,6892.62
1204,2025-02-20,40,36133,14958,4664,5853.69
1205,2025-05-21,52,35735,8765,6765,1732.61
1206,2025-07-05,12,18407,1171,593,1037.69
1207,2025-07-17,40,59845,7510,2229,6319.23
1208,2025-09-09,13,42527,8110,158,1411.74
1209,2025-03-23,2,24871,8814,1675,2574.93
1210,2025-10-03,46,57964,2098,33,2133.65
1211,2025-04-07,1,65194,2518,889,3110.12
1212,2026-01-13,51,65825,5154,3042,4199.98
1213,2025-08-29,3,43786,13016,1314,7599.74
1214,2025-04-04,4,35431,2443,1607,688.89
1215,2026-01-16,12,25691,7752,7337,7581.78
1216,2025-08-12,25,2153,13439,1998,8772.66
1217,2025-11-09,16,50936,11759,7257,2262.1
1218,2026-01-20,13,60902,599,96,4714.2
1219,2025-08-13,31,51503,3465,2791,8652.86
1220,2025-10-10,11,6029,5343,4502,4712.29
1221,2025-12-17,31,39666,4200,1627,3275.82
1222,2025-02-05,56,29045,903,115,2161.89
1223,2025-09-06,21,2474,7163,1371,7159.79
1224,2025-02-21,8,52379,9629,3982,129.92
1225,2026-01-02,38,62794,738,704,5386.1
1226,2025-09-25,50,12228,6134,2037,1461.4
1227,2025-05-09,44,44857,1547,1555,5644.93
1228,2025-03-21,23,20674,1029,219,1176.16
1229,2025-07-13,21,73684,3862,3229,5819.58
1230,2025-07-08,52,58003,5740,1580,241.11
1231,2025-09-05,23,18159,6239,2053,8093.03
1232,2025-11-14,46,57844,8001,4579,2687.7
1233,2025-11-09,32,25374,11470,9284,1720.31
1234,2025-07-01,21,61893,5746,2255,7815.57
1235,2025-03-25,59,73182,9858,2627,666.45
1236,2025-10-11,29,39254,2589,1078,4897.37
1237,2025-07-26,1,66816,7489,3105,6616.24
1238,2025-12-24,2,48220,14515,12714,5600.77
1239,2025-04-14,47,8802,5304,4415,7380.5
1240,2025-06-02,34,65714,3160,3136,4985.64
1241,2025-09-11,19,42783,10094,6714,5786.09
1242,2026-01-08,7,69076,1859,1349,646.78
1243,2025-02-22,9,23914,13733,512,1858.61
1244,2025-08-15,13,13443,8002,260,5160.56
1245,2025-08-06,25,64713,13751,8615,5634.54
1246,2025-02-15,17,6933,9721,6002,2025.47
1247,2025-05-08,5,2215,11811,3419,5918.96
1248,2025-04-25,54,10980,14627,7668,7219.13
1249,2025-09-30,24,73640,1044,851,7407.14
1250,2025-08-09,46,8141,13062,10107,2429.05
1251,2025-07-14,47,9725,716,311,747.52
1252,2025-08-15,34,13229,3587,414,6540.29
1253,2025-08-12,25,25332,8760,3164,4759.42
1254,2025-07-27,37,23948,4125,3401,6727.67
1255,2025-03-20,41,76071,12604,5864,6086.71
1256,2025-07-13,43,56477,11560,1705,1542.94
1257,2025-08-31,36,53132,3005,2067,3070.74
1258,2025-11-26,35,79132,2641,1814,8405.0
1259,2025-11-05,21,72600,14836,5319,7611.44
1260,2026-02-03,49,56938,6805,6767,6546.52
1261,2025-02-24,16,74312,10018,8939,1964.66
1262,2026-01-04,36,33803,12595,5898,8656.78
1263,2026-01-10,26,525,7381,5949,360.23
1264,2025-05-21,39,2636,4710,4240,1259.02
1265,2025-12-01,20,1360,14637,4920,8860.33
1266,2025-06-25,55,41775,3569,88,6955.13
1267,2025-11-05,53,36670,11350,9071,4625.88
1268,2025-10-09,60,75422,9399,2534,893.87
1269,2025-07-03,23,20961,7592,1133,2421.64
1270,2026-01-13,38,33249,14625,3817,2343.38
1271,2025-06-10,6,75274,4970,3275,5143.13
1272,2025-12-29,47,10618,3612,2963,2955.99
1273,2025-06-14,12,64499,7955,6764,8096.27
1274,2025-04-30,37,12999,11565,9752,5798.18
1275,2025-12-29,47,76034,662,390,752.37
1276,2025-04-17,59,44329,966,356,7924.14
1277,2025-02-18,27,16299,7165,7125,6944.99
1278,2025-03-30,42,79444,12299,187,5723.29
1279,2025-12-17,25,7594,10407,4993,4743.23
1280,2025-09-15,35,74544,5281,1225,2975.14
1281,2026-01-03,15,20579,11482,827,6079.04
1282,2025-11-01,29,78505,6486,4712,4567.33
1283,2025-04-22,28,38482,3688,3220,3579.19
1284,2025-12-22,22,11319,2215,1949,5164.39
1285,2026-01-21,36,52822,857,268,811.46
1286,2025-04-10,28,17588,8271,2209,4354.26
1287,2025-02-12,32,52315,3295,2671,5163.41
1288,2025-11-25,40,69214,9244,4034,2218.72
1289,2025-04-05,50,56869,4412,2649,6178.4
1290,2025-09-23,6,15249,9487,6776,3840.69
1291,2025-12-10,13,42539,5756,2822,5365.2
1292,2025-08-07,50,40453,446,86,8889.48
1293,2025-06-08,53,58461,10146,2389,3992.15
1294,2025-06-03,15,26673,13454,11228,3395.7
1295,2025-10-21,47,11747,12464,1841,6669.26
1296,2025-02-04,40,19856,4032,3558,7500.38
1297,2025-07-03,1,45493,4763,911,2780.81
1298,2025-11-10,2,43999,7769,1712,6673.12
1299,2025-08-13,14,72120,3521,2143,6765.68
1300,2025-04-05,31,19026,9041,301,3420.63
1301,2025-10-03,43,69548,14894,712,2336.33
1302,2025-04-16,19,26805,1034,555,525.11
1303,2025-06-18,1,9229,10777,6367,5960.34
1304,2025-09-29,55,47714,10912,1767,220.75
1305,2025-07-18,57,51162,14261,3787,8819.15
1306,2025-09-01,46,13555,8381,5168,4387.73
1307,2026-01-25,35,12037,9832,3054,1829.93
1308,2025-09-05,36,3316,7553,325,2264.16
1309,2025-07-18,20,44221,8723,8027,3570.93
1310,2025-12-29,2,45953,2622,1441,3230.63
1311,2025-07-16,16,66200,5003,2259,7316.44
1312,2025-08-24,17,51247,10302,482,8500.02
1313,2025-05-28,15,20384,4640,2799,8079.72
1314,2025-12-29,9,12007,10813,6262,4710.42
1315,2025-05-21,40,30309,11158,6837,2201.23
1316,2025-02-23,28,41444,2552,2479,2997.1
1317,2025-03-02,9,27600,8933,2270,5250.22
1318,2025-08-31,52,27017,11257,2262,2815.54
1319,2025-04-23,58,69156,11602,2215,3899.08
1320,2025-02-25,50,19525,14943,10751,8400.62
1321,2025-06-01,21,9388,2639,2282,4820.01
1322,2026-01-12,8,24634,11837,5203,7563.73
1323,2025-06-23,47,4364,2434,1305,7927.18
1324,2025-06-25,27,40260,6833,3629,6723.21
1325,2025-05-03,58,36387,13512,2489,7023.02
1326,2025-07-12,9,24715,1799,53,6873.9
1327,2025-06-03,40,35478,10076,9922,5125.04
1328,2025-11-27,39,30932,3833,945,6202.03
1329,2025-11-15,6,62969,5936,1098,4545.81
1330,2025-12-28,31,49515,9957,3014,7676.56
1331,2025-12-05,31,18524,8101,1341,1779.68
1332,2025-06-24,27,2467,578,276,8554.27
1333,2025-04-10,48,27085,3696,3103,1880.83
1334,2025-12-13,60,58077,2951,2527,4434.99
1335,2025-03-17,56,60471,5373,2021,3876.62
1336,2025-07-11,3,50356,12767,11799,2850.43
1337,2025-10-12,48,75464,10068,9728,4848.63
1338,2025-10-03,57,5547,10558,8530,1028.38
1339,2025-05-24,53,6059,7535,7190,8962.74
1340,2025-02-26,35,52353,8548,643,5041.42
1341,2026-01-13,49,6961,8506,3110,2656.06
1342,2025-08-22,57,40418,6571,6337,7457.21
1343,2025-09-15,11,55872,7608,2411,5537.55
1344,2026-01-01,45,68260,943,925,1323.04
1345,2025-05-30,42,59704,13646,1481,6517.69
1346,2025-10-10,12,77235,1904,1920,8054.24
1347,2025-04-28,9,52020,9002,6775,2944.98
1348,2025-06-26,12,59964,458,302,8074.73
1349,2026-01-23,13,60096,14726,1477,2288.24
1350,2025-04-28,42,21995,11383,2024,866.16
1351,2026-01-11,29,48071,11620,1397,4738.16
1352,2025-08-05,47,67565,6342,5014,8550.3
1353,2026-01-20,36,50386,6254,359,6925.93
1354,2025-12-01,22,74620,14996,14275,5952.8
1355,2025-08-16,11,19453,2509,732,6933.95
1356,2025-07-18,27,40878,890,316,6584.95
1357,2025-08-07,19,24184,7361,963,8091.95
1358,2026-01-14,1,33675,3373,50,4154.85
1359,2025-04-08,32,71737,14065,13229,101.47
1360,2026-01-20,32,31679,14512,3553,5320.32
1361,2026-01-22,30,54259,7844,3619,760.67
1362,2025-07-24,1,32575,9882,8967,2539.11
1363,2025-03-31,36,27715,10349,801,1704.32
1364,2025-03-11,42,46246,952,37,1351.1
1365,2025-11-18,43,76271,581,305,3013.44
1366,2026-01-01,4,14772,1486,853,8943.93
1367,2025-04-05,44,37774,2693,2503,5965.28
1368,2025-02-15,39,75510,11516,9210,1637.9
1369,2025-09-22,48,76386,7510,2950,8386.74
1370,2026-02-03,50,39729,1575,661,3348.7
1371,2025-12-28,53,9369,6258,6213,3874.55
1372,2025-08-27,5,38882,9068,7713,1254.18
1373,2025-04-21,56,36468,11430,5393,4767.12
1374,2025-04-17,14,27900,8645,953,1028.25
1375,2025-04-22,41,69830,12005,1436,4378.78
1376,2025-03-08,39,38142,11332,6996,5499.16
1377,2026-01-22,17,69364,5235,4711,8955.47
1378,2025-07-18,60,17501,5847,5032,5085.58
1379,2026-01-31,47,65739,8564,8069,7281.42
1380,2026-01-30,40,31003,14527,11609,2649.87
1381,2025-11-16,1,15993,3221,98,4210.73
1382,2025-12-16,8,27675,13103,13100,5557.01
1383,2025-06-15,27,6462,6843,2734,3179.37
1384,2025-07-22,41,28331,13256,185,5783.53
1385,2025-03-13,19,33847,11355,1111,2804.56
1386,2025-04-19,36,42957,8351,100,1068.84
1387,2025-04-25,22,52410,5510,4660,5563.14
1388,2025-09-22,54,23520,527,198,3008.11
1389,2026-01-01,60,63297,5586,3887,7185.43
1390,2025-05-23,9,63610,10628,2545,5663.44
1391,2025-04-13,56,70881,14665,14678,3049.23
1392,2025-09-13,53,54757,12894,12166,551.4
1393,2025-05-27,20,74548,8587,5169,5018.84
1394,2025-04-22,14,76180,356,350,3018.89
1395,2025-08-11,51,46846,14599,1084,8728.04
1396,2025-07-19,54,4585,4645,2778,8853.39
1397,2025-03-15,35,22253,10314,9354,5470.92
1398,2025-03-24,39,15815,3120,3078,2809.12
1399,2025-11-23,21,4645,14104,4448,3754.13
1400,2025-05-02,57,31648,8193,6088,4094.56
1401,2025-12-02,14,69325,5008,2476,1616.36
1402,2025-09-21,51,5401,6181,1655,8224.52
1403,2025-08-31,33,3768,7320,6545,4369.84
1404,2025-04-30,10,25431,8242,5572,8316.55
1405,2025-04-08,56,69132,12050,5084,6991.02
1406,2026-01-26,50,13378,2397,2114,6106.62
1407,2025-03-08,14,5291,2224,1881,3518.91
1408,2025-03-04,34,15682,14219,67,2833.28
1409,2025-11-02,44,78394,771,89,3032.94
1410,2025-06-08,3,14013,14618,8529,6907.31
1411,2025-04-25,20,3446,12265,9462,6838.52
1412,2025-04-25,58,28004,10516,5257,1844.97
1413,2025-12-30,18,70266,4745,2614,6966.44
1414,2025-08-14,8,36237,11045,2446,1459.59
1415,2025-04-30,1,73851,1925,1052,966.26
1416,2026-01-19,23,72506,8938,5218,2475.92
1417,2025-08-29,52,37628,11590,9405,2241.18
1418,2025-03-28,20,44899,1217,1107,4020.65
1419,2025-12-11,2,62200,2181,206,998.05
1420,2025-09-27,6,56397,931,401,1651.9
1421,2025-08-25,58,78193,9816,7304,5566.02
1422,2025-12-15,22,26471,5169,4370,752.98
1423,2025-11-06,49,61539,12432,9302,1229.57
1424,2025-05-06,52,61877,13367,1593,4127.48
1425,2025-08-08,42,61500,11264,7709,2123.66
1426,2025-08-09,10,34323,3716,1488,3559.09
1427,2025-09-16,59,43796,11512,5320,4106.88
1428,2025-05-10,5,62803,545,115,3195.4
1429,2025-06-19,55,22887,7606,2312,6923.08
1430,2026-01-15,37,17197,9953,8322,971.24
1431,2025-03-26,46,14522,13444,5339,5027.54
1432,2025-07-07,51,40099,1212,1091,4175.72
1433,2025-08-29,27,31770,9725,3992,4954.14
1434,2025-09-11,25,9158,7953,2791,1913.73
1435,2025-04-16,38,57011,11421,7132,5126.54
1436,2026-01-04,35,31453,5656,1417,5980.38
1437,2025-06-04,48,75760,1326,996,1073.19
1438,2026-01-29,30,43147,9816,9094,924.0
1439,2025-11-30,12,40874,7344,3324,672.99
1440,2025-09-02,44,78672,1831,1579,7387.8
1441,2025-11-28,32,8558,5414,741,1997.63
1442,2025-08-08,57,76622,2326,0,6825.85
1443,2025-07-20,10,59872,10877,8704,2658.95
1444,2025-04-04,37,59110,10135,3205,1890.67
1445,2025-11-28,21,39786,14425,9343,7159.4
1446,2025-08-30,20,57480,11183,5640,8913.09
1447,2025-02-20,1,67402,9597,6622,7636.35
1448,2025-07-13,19,8680,14017,6049,8114.63
1449,2025-11-26,1,73904,920,840,8809.33
1450,2025-11-19,56,37489,1847,1772,329.1
1451,2025-03-24,45,77853,7123,3229,5645.67
1452,2025-10-25,25,53719,11711,6251,3944.95
1453,2025-12-21,43,23229,3510,1945,1294.67
1454,2025-07-22,25,47723,9150,6835,1430.69
1455,2025-11-29,43,16955,14348,2200,153.84
1456,2025-07-05,2,19373,10673,7974,5938.44
1457,2025-10-09,6,18485,2274,1703,7748.37
1458,2025-10-10,51,79723,14690,6974,5628.07
1459,2026-01-10,33,56090,7494,4522,7389.64
1460,2025-05-25,23,30088,6353,1522,3851.71
1461,2025-12-22,37,65794,171,187,2168.91
1462,2025-08-05,18,54349,8270,6012,349.48
1463,2025-12-15,37,63842,670,377,1062.82
1464,2025-02-03,45,10994,7939,1163,6585.16
1465,2025-02-09,55,37124,8674,7617,4676.7
1466,2025-11-25,57,12092,8624,4017,4278.44
1467,2025-12-17,43,10734,12201,11207,5721.5
1468,2025-07-05,38,41459,13126,10044,522.33
1469,2025-11-20,35,1913,5678,3840,4113.61
1470,2025-10-07,31,75730,14894,12022,3017.05
1471,2025-05-15,52,39116,5832,2369,1549.2
1472,2025-12-03,60,78833,11437,4981,6556.4
1473,2025-07-16,17,8550,9285,7752,5224.36
1474,2025-09-24,4,38740,9435,447,2617.0
1475,2025-11-02,9,66769,1401,157,7670.44
1476,2025-07-04,17,17872,4602,2301,2513.19
1477,2025-05-29,1,15121,4259,1430,8195.68
1478,2025-06-25,10,59043,12157,6058,7280.17
1479,2025-04-17,51,31458,4330,3972,1668.24
1480,2025-03-23,56,4837,8690,5617,8857.44
1481,2025-09-06,39,20704,2426,2031,6787.21
1482,2025-08-28,50,50722,6815,1949,5962.97
1483,2025-08-06,41,22426,11944,3454,5220.93
1484,2025-10-31,23,7620,13842,10522,2416.34
1485,2025-09-15,8,7384,13477,2745,4202.93
1486,2025-05-01,20,62925,7852,6112,8536.85
1487,2025-10-24,15,50281,8774,6390,4297.58
1488,2025-11-10,34,57481,2428,48,2634.69
1489,2025-05-21,29,50570,13113,11116,2875.41
1490,2025-07-05,44,5876,8737,1595,8263.52
1491,2025-05-12,23,57095,10493,10002,8266.48
1492,2025-05-06,18,44404,14113,4429,2440.44
1493,2025-03-29,17,77069,1660,801,4176.92
1494,2025-02-26,48,32192,11113,11008,5319.08
1495,2025-12-14,34,44724,3243,2775,6227.99
1496,2025-03-12,21,72276,2997,43,6071.58
1497,2025-08-07,5,2067,13676,6737,924.4
1498,2025-06-23,44,58950,1752,719,2013.78
1499,2026-02-03,17,25807,4691,278,262.12
1500,2025-03-23,4,78374,1556,1344,8051.0
1501,2025-09-23,39,16463,3602,2900,8622.27
1502,2025-02-09,55,79757,1465,266,3414.83
1503,2025-11-06,58,74695,12565,3027,8069.21
1504,2025-10-13,12,33705,11447,4826,4229.25
1505,2025-06-01,41,59933,1290,566,6935.76
1506,2025-12-13,58,42889,11391,4216,1499.6
1507,2025-11-11,18,8677,1262,783,3527.88
1508,2025-09-19,17,35190,1034,364,3993.14
1509,2025-04-12,60,26802,8106,4999,3564.08
1510,2025-12-19,32,14712,10625,2357,4888.66
1511,2025-02-25,14,14426,7115,3617,6452.83
1512,2025-11-30,3,10057,1742,144,5163.53
1513,2026-01-26,50,58942,4155,153,8073.79
1514,2026-01-22,42,613,2488,154,5998.22
1515,2025-09-22,10,43731,4415,3205,5193.03
1516,2025-08-27,46,64814,8494,7833,3952.72
1517,2025-09-29,47,9688,13878,8849,2071.33
1518,2025-08-09,45,63685,6348,992,5126.83
1519,2025-03-28,22,40192,5930,3281,543.99
1520,2025-07-06,6,48387,10651,8759,7687.41
1521,2025-10-15,6,60745,5621,2375,5847.74
1522,2025-03-29,36,5655,2943,1573,5963.57
1523,2025-12-29,45,51631,4946,874,5694.02
1524,2025-08-19,32,11623,5936,5183,3969.95
1525,2025-12-14,9,5179,3154,790,277.01
1526,2025-11-20,16,64624,9764,6369,613.78
1527,2025-04-10,42,40834,8906,8186,4828.76
1528,2025-08-16,52,59391,13718,268,381.53
1529,2025-02-11,22,6111,968,415,1107.77
1530,2025-08-06,42,69066,13273,7509,8463.8
1531,2025-02-26,56,70828,14307,2440,6682.41
1532,2025-11-09,60,9941,3867,151,6632.36
1533,2025-11-26,42,2998,8060,3860,8169.25
1534,2025-03-20,3,32308,10181,2138,178.57
1535,2025-10-07,4,40783,10415,1594,4132.85
1536,2025-07-21,54,77969,2846,261,7369.31
1537,2025-11-04,8,65661,1792,1218,7202.62
1538,2026-01-14,5,27060,3663,1745,3069.22
1539,2025-04-27,48,53192,13745,5312,1131.18
1540,2025-02-09,37,72050,11258,2250,2928.23
1541,2025-08-11,14,6475,13044,9717,1602.36
1542,2025-08-10,8,36399,1085,289,6830.07
1543,2025-04-16,45,48987,2803,2266,1526.8
1544,2026-01-24,60,76782,4041,166,1243.67
1545,2025-12-17,55,49800,13010,12741,1461.9
1546,2025-09-14,32,11080,14461,104,114.65
1547,2025-04-07,46,78321,1510,581,3775.19
1548,2025-05-30,51,62891,13278,11343,1185.69
1549,2025-08-27,41,36013,2394,2142,4081.25
1550,2025-03-12,12,5431,3969,2442,1661.0
1551,2025-11-17,40,12037,8240,4934,3163.29
1552,2025-02-13,36,31385,124,49,1101.7
1553,2025-02-20,7,47935,8736,8315,2012.52
1554,2026-01-29,41,27777,12671,4528,524.97
1555,2025-08-28,51,20058,1896,1403,7601.85
1556,2025-07-28,31,65710,14983,2888,1479.85
1557,2025-07-02,4,48235,756,291,1925.83
1558,2025-11-10,22,59894,4168,354,984.57
1559,2025-09-20,60,70932,909,180,1464.51
1560,2025-10-01,32,67989,526,118,684.19
1561,2025-12-02,47,58803,3905,2427,5238.87
1562,2026-01-18,13,43188,6915,1884,7021.83
1563,2025-11-10,15,13353,5393,1942,6652.84
1564,2025-02-15,13,49721,14302,3615,708.09
1565,2025-04-23,32,7622,9636,7141,1347.22
1566,2025-02-03,30,23838,10034,6346,3392.69
1567,2025-12-07,47,25948,7549,5177,3259.38
1568,2025-12-10,13,44525,4468,1042,337.25
1569,2025-12-08,4,37279,9367,2236,1044.43
1570,2025-06-04,30,55317,7677,1402,6855.04
1571,2025-09-23,57,39187,3652,2472,1453.25
1572,2025-09-10,41,22773,13068,9471,8732.72
1573,2025-06-09,15,11834,14058,6745,7719.92
1574,2025-07-12,56,28869,8065,4846,4287.73
1575,2025-02-09,18,2401,7631,5980,3881.59
1576,2025-03-28,16,32983,14346,5362,3936.53
1577,2026-01-11,58,78064,3693,610,8228.1
1578,2025-06-23,1,55258,14766,724,408.53
1579,2025-02-06,47,66588,7761,275,3859.99
1580,2025-06-08,31,13344,6510,3706,4482.8
1581,2025-10-02,36,2128,1411,1419,6599.49
1582,2025-05-12,9,47476,3621,1211,2189.61
1583,2025-10-10,2,63386,1536,1370,2778.29
1584,2025-10-21,30,75260,11572,9562,268.5
1585,2025-09-03,30,18669,7502,7161,6343.06
1586,2025-09-09,51,49051,3080,2567,4205.45
1587,2025-04-19,1,9766,10427,6305,8046.24
1588,2025-12-23,34,4787,5504,2429,3861.83
1589,2025-03-18,45,71598,4470,1696,7099.84
1590,2025-10-21,40,44500,1376,112,4656.89
1591,2025-12-18,44,48208,14959,14548,511.49
1592,2025-07-19,24,61494,6324,5071,415.83
1593,2025-04-30,12,73741,6053,5774,649.7
1594,2025-06-20,50,27332,11671,2267,8832.2
1595,2026-01-11,35,15384,3959,2658,4332.52
1596,2025-07-26,38,27998,12375,12339,6717.9
1597,2025-08-27,21,46730,3743,3677,2442.85
1598,2025-04-12,28,36825,11194,892,617.15
1599,2025-07-18,29,64230,5706,4107,4763.81
1600,2025-07-29,31,70217,2060,1197,4095.21
1601,2025-05-01,52,9101,6081,1542,8032.53
1602,2025-10-19,6,11008,7551,3200,8086.62
1603,2025-05-31,5,14834,4774,1349,2519.69
1604,2025-05-27,10,65554,11470,2465,7881.19
1605,2025-12-26,41,3474,8580,4803,3778.0
1606,2025-08-15,35,17805,11230,7764,3152.97
1607,2025-03-14,48,3315,7322,2388,1742.09
1608,2025-11-02,56,30951,411,427,8529.67
1609,2025-04-08,22,54461,10612,9481,3117.99
1610,2025-05-22,51,43269,10634,7965,5360.55
1611,2025-10-19,34,72388,11467,7295,4149.16
1612,2025-10-14,9,40672,9343,2813,7113.95
1613,2025-11-09,31,49245,3765,1180,6939.26
1614,2026-01-25,10,46784,825,291,4130.54
1615,2026-02-01,40,21575,2775,2192,2602.96
1616,2025-02-27,54,20617,2923,660,2179.25
1617,2025-12-01,21,75804,724,129,3995.95
1618,2026-01-23,12,27390,6106,4607,6378.85
1619,2025-07-25,21,45568,10954,2423,3387.59
1620,2025-06-25,11,70445,8895,4940,1137.34
1621,2025-02-24,26,65959,458,393,1351.19
1622,2025-10-02,60,42471,7554,1278,88.43
1623,2026-01-27,35,67007,12149,5427,5842.83
1624,2025-06-30,31,38488,4892,4699,6018.65
1625,2025-12-27,37,58447,13150,5549,6217.87
1626,2025-08-16,31,5753,12037,2284,6118.17
1627,2025-06-11,20,3750,1964,822,5576.82
1628,2025-02-20,29,47344,3660,378,2970.98
1629,2025-08-31,42,26078,10013,9558,4761.58
1630,2025-05-06,60,36928,12850,3206,251.81
1631,2025-09-27,55,58887,8871,1431,8783.76
1632,2025-09-06,13,64786,6512,2603,5448.39
1633,2025-02-06,4,47825,8431,6513,1374.12
1634,2025-08-08,28,48948,14038,6326,3386.84
1635,2025-09-30,23,46552,4713,2523,8798.84
1636,2025-11-05,36,11981,14374,3533,6564.29
1637,2025-08-12,48,54974,7328,6583,4010.41
1638,2025-05-18,52,56052,2733,1696,1299.13
1639,2025-11-18,39,11782,9670,2353,1909.66
1640,2026-01-20,56,69352,7826,2747,641.74
1641,2025-03-29,49,49753,9727,1449,109.24
1642,2025-04-27,59,36325,10516,6791,1615.29
1643,2025-05-11,46,74937,7621,6186,8238.11
1644,2025-04-03,12,50539,3314,1185,5007.11
1645,2025-02-10,53,40082,741,599,2770.03
1646,2025-02-17,48,61245,9213,3678,290.22
1647,2025-10-25,10,34929,90,38,8606.44
1648,2025-08-06,41,62436,13718,2034,5901.63
1649,2025-05-31,19,55177,14675,2938,4452.38
1650,2025-10-31,42,32579,11319,466,1118.22
1651,2025-10-20,32,9245,4591,2963,5250.54
1652,2025-08-17,28,34304,9316,7799,8769.62
1653,2025-07-01,8,49416,13456,8397,6609.97
1654,2025-08-22,55,34518,337,83,5255.81
1655,2025-09-14,21,60929,2444,554,3248.6
1656,2025-02-22,18,47838,916,429,5744.41
1657,2025-08-21,4,38492,5882,2389,4790.03
1658,2025-02-11,33,25903,1308,1286,1690.07
1659,2025-05-12,39,22406,1598,1113,2937.33
1660,2025-08-17,53,39962,5230,2223,6184.72
1661,2025-08-27,24,13061,11327,8755,5241.42
1662,2025-11-25,10,2190,13539,2243,4687.63
1663,2025-03-19,50,64056,6161,3375,3095.8
1664,2025-08-13,11,13924,14972,3569,1433.27
1665,2025-03-27,54,25196,3672,3256,8078.66
1666,2025-09-27,45,69398,10100,8717,6427.3
1667,2025-11-04,49,15437,11555,6837,4171.4
1668,2025-12-16,8,17700,1301,35,4341.69
1669,2025-06-09,45,48022,5154,1138,7362.5
1670,2025-03-13,39,69066,14627,12510,8732.5
1671,2025-12-08,46,40435,2871,117,6712.92
1672,2025-12-02,15,17370,1993,1754,6263.49
