id_atendimento,id_pedido,id_cliente,id_agente,canal,motivo_principal,submotivo,area_responsavel,prioridade,complexidade,data_abertura,data_primeira_resposta,data_fechamento,quantidade_reaberturas,tempo_agente_minutos,custo_hora_agente,custo_atendimento,valor_compensacao,valor_estornado,nota_satisfacao,nps_classificacao,houve_reclamacao_publica,cliente_churnou_apos_atendimento,houve_recompra_30_dias
2504,PED-43648,,19,Site,entrega,Estorno,logistica,Média,alta,2024-04-20 23:11:31.265057,2024-04-21 09:11:31.265057,,0,-10,34.57,-5.76,100,0,3,N/A,SIM,nao,Não
5601,ped-82039,1347.0,19,Telefone,Produto com defeito,erro cobrança,logistica,Baixa,baixa,2024-05-27 22:53:13.643163,2024-05-28 03:53:13.643163,2024-05-28 17:53:13.643163,1,-10,23.95,-3.99,50,-100,1,promotor,sim,Sim,Sim
5602,ped-75759,297.0,8,App,Cancelamento,Arrependimento,Logística,alta,Média,2024-10-25 06:03:54.429208,2024-10-25 08:03:54.429208,,2,66,75.55,293.86,50,500,6,Detrator,sim,Não,sim
5603,PED-63792,1175.0,20,SITE,troca,Arrependimento,financeiro,Baixa,alta,2024-04-25 06:44:01.684483,2024-04-25 18:44:01.684483,,-1,-10,21.51,305.71,-20,0,2,N/A,Não,nao,nao
469,PED-12595,661.0,20,Aplicativo,Troca,Erro na cobrança,Financeiro,Baixa,baixa,2024-03-17 16:15:17.233097,2024-03-18 02:15:17.233097,2024-03-18 21:15:17.233097,0,41,71.09,48.58,0,0,0,detrator,Não,Sim,Não
4163,PED-86037,777.0,35,Aplicativo,Produto com defeito,Erro na cobrança,Tecnologia,Alta,Baixa,2025-02-11 00:13:21.227908,2025-02-11 12:13:21.227908,2025-02-14 13:13:21.227908,-1,-10,27.98,-4.66,100,0,2,detrator,Sim,Não,Não
5606,ped-41324,,17,chat online,Troca,Erro na cobrança,Logística,Média,alta,2024-04-15 03:01:06.197689,2024-04-15 12:01:06.197689,2024-04-18 03:01:06.197689,0,39,61.6,40.04,0,-100,4,Promotor,nao,nao,nao
5607,PED-54168,424.0,15,SITE,produto com defeito,Atraso,financeiro,alta,baixa,2024-05-23 23:28:37.272577,2024-05-24 07:28:37.272577,2024-05-28 09:28:37.272577,3,-10,21.99,-3.66,0,500,0,neutro,Sim,Não,sim
5608,ped-74537,,9,Telefone,Pagamento,erro cobrança,Tecnologia,Média,Baixa,2026-01-28 02:49:45.177236,2026-01-28 03:49:45.177236,2026-02-01 08:49:45.177236,-1,106,73.85,470.93,50,500,0,N/A,Não,Não,Sim
5609,ped-63066,,31,site,troca,Atraso,Logística,media,Baixa,2025-06-04 11:12:03.008167,2025-06-04 23:12:03.008167,2025-06-05 18:12:03.008167,3,10,20.39,3.4,-20,0,0,neutro,nao,nao,sim
5610,ped-75538,250.0,18,Chat Online,Cancelamento,atraso,Comercial,Alta,Média,2025-03-31 15:44:46.658248,2025-03-31 19:44:46.658248,2025-04-03 02:44:46.658248,0,52,39.2,33.97,-20,0,6,Neutro,Sim,Sim,nao
2468,PED-60617,,34,WhatsApp,Produto com defeito,Erro na cobrança,Tecnologia,Crítica,Baixa,2024-09-08 16:45:48.691970,2024-09-08 22:45:48.691970,2024-09-10 01:45:48.691970,2,98,48.38,79.02,100,0,6,detrator,Sim,Sim,Sim
3219,ped-76679,,22,WhatsApp,Entrega,Atraso,Tecnologia,Média,Alta,2024-03-22 04:38:54.943921,2024-03-22 16:38:54.943921,,-1,-10,30.72,-5.12,100,200,0,detrator,SIM,Sim,sim
5613,PED-80676,817.0,37,App,troca,Atraso,Tecnologia,alta,Alta,2025-11-29 16:49:02.744236,2025-11-29 22:49:02.744236,,3,11,22.88,4.19,50,200,5,detrator,sim,sim,Sim
2626,PED-52735,,32,site,Troca,estorno,Financeiro,Baixa,Média,2024-11-30 09:28:50.884667,2024-11-30 16:28:50.884667,2024-12-03 11:28:50.884667,1,8,61.9,150.84,0,-100,3,Detrator,NAO,Sim,nao
2572,ped-45409,370.0,40,WhatsApp,entrega,Atraso,Tecnologia,Média,baixa,2025-10-01 08:31:04.637354,2025-10-01 11:31:04.637354,2025-10-05 19:31:04.637354,2,16,41.55,11.08,100,0,6,Neutro,sim,sim,Sim
4732,ped-34994,883.0,14,app,pagamento,Estorno,logistica,Crítica,Alta,2025-09-30 09:35:57.314737,2025-09-30 17:35:57.314737,2025-10-05 06:35:57.314737,0,-10,32.91,167.92,0,200,6,N/A,Sim,Sim,Sim
2740,PED-45201,,22,Aplicativo,produto com defeito,erro cobrança,Financeiro,Crítica,Média,2025-12-03 14:37:16.521903,2025-12-03 18:37:16.521903,2025-12-07 21:37:16.521903,3,-10,54.86,-9.14,-20,-100,6,Promotor,Não,Sim,Não
5618,ped-41388,,29,App,entrega,atraso,logistica,media,alta,2025-03-14 23:32:56.035812,2025-03-15 04:32:56.035812,,0,34,56.1,31.79,0,-100,6,detrator,nao,sim,Não
5619,ped-18988,,30,whatsapp,troca,Erro na cobrança,Tecnologia,Média,Alta,2026-01-09 02:02:52.911837,2026-01-09 11:02:52.911837,2026-01-09 22:02:52.911837,1,-10,36.93,432.08,0,200,4,detrator,Sim,Sim,Sim
2391,ped-63037,842.0,33,chat online,pagamento,Atraso,Logística,Crítica,baixa,2025-06-29 07:23:31.707601,2025-06-29 13:23:31.707601,2025-06-30 08:23:31.707601,0,75,61.62,140.96,-20,-100,0,Detrator,sim,nao,Não
5621,ped-91967,,18,Telefone,Troca,Erro na cobrança,Comercial,Média,alta,2025-10-10 15:48:06.500999,2025-10-10 23:48:06.500999,,0,-10,41.72,249.49,0,500,0,Detrator,nao,Não,nao
3904,ped-87902,808.0,6,Chat Online,entrega,Erro na cobrança,Comercial,Baixa,alta,2025-12-08 03:33:23.866446,2025-12-08 13:33:23.866446,2025-12-13 03:33:23.866446,3,-10,86.13,-14.35,100,0,6,Neutro,Não,sim,Sim
1759,ped-43196,,21,Site,troca,Erro na cobrança,logistica,critica,Alta,2025-09-21 00:27:35.535863,2025-09-21 01:27:35.535863,2025-09-23 21:27:35.535863,0,-10,56.08,-9.35,-20,0,6,Neutro,SIM,Não,sim
1544,ped-28645,677.0,24,Aplicativo,Pagamento,estorno,Tecnologia,alta,alta,2025-09-28 21:20:20.020562,2025-09-29 07:20:20.020562,2025-09-29 13:20:20.020562,2,13,52.42,11.36,-20,-100,6,N/A,Sim,sim,nao
3575,PED-48733,,31,Telefone,entrega,Erro na cobrança,Comercial,critica,baixa,2024-09-25 18:05:30.874189,2024-09-26 05:05:30.874189,2024-09-29 02:05:30.874189,1,-10,59.98,-10.0,-20,200,5,Promotor,NAO,Não,nao
5626,PED-49368,,18,SITE,produto com defeito,estorno,logistica,Média,Baixa,2025-08-02 22:59:16.807003,2025-08-03 04:59:16.807003,,2,41,64.27,43.92,0,-100,1,neutro,Sim,Sim,Sim
1747,ped-35258,1249.0,15,Site,pagamento,estorno,financeiro,Alta,alta,2025-12-07 23:35:15.217948,2025-12-08 04:35:15.217948,,0,114,56.3,57.57,50,200,6,Neutro,sim,nao,nao
1805,PED-96447,,39,Aplicativo,pagamento,Estorno,Comercial,Baixa,Média,2024-12-18 12:46:45.498709,2024-12-18 18:46:45.498709,2024-12-19 18:46:45.498709,0,-10,67.58,-11.26,0,0,6,detrator,nao,nao,nao
5629,PED-40806,835.0,20,Aplicativo,Cancelamento,Erro na cobrança,Tecnologia,Média,alta,2024-06-06 18:12:38.433581,2024-06-06 19:12:38.433581,,2,-10,96.69,-16.11,100,200,6,Promotor,SIM,Não,Não
5630,PED-30356,,25,app,entrega,atraso,Comercial,Alta,Alta,2025-09-21 10:10:07.735911,2025-09-21 20:10:07.735911,2025-09-24 04:10:07.735911,3,90,32.43,48.64,100,-100,4,Promotor,sim,Sim,Não
5631,PED-92955,151.0,33,Telefone,Produto com defeito,atraso,Logística,Crítica,Média,2024-09-14 23:35:52.648111,2024-09-15 06:35:52.648111,2024-09-17 10:35:52.648111,1,83,42.02,320.06,50,-100,1,N/A,nao,sim,Sim
4309,ped-63301,,22,Chat Online,Entrega,Estorno,financeiro,critica,Alta,2024-09-12 04:19:30.405070,2024-09-12 10:19:30.405070,2024-09-15 14:19:30.405070,3,-10,37.86,-6.31,0,0,0,neutro,SIM,Não,Sim
544,ped-24658,,16,app,Pagamento,Arrependimento,Logística,baixa,Alta,2025-02-14 05:02:38.774135,2025-02-14 09:02:38.774135,,0,87,79.09,114.68,-20,0,1,detrator,sim,sim,nao
5634,ped-82722,1457.0,11,Chat Online,entrega,erro cobrança,logistica,Média,Baixa,2024-03-04 15:50:57.535861,2024-03-04 13:50:57.535861,2024-03-08 13:50:57.535861,3,-10,83.93,-13.99,0,-100,0,detrator,Não,nao,nao
5635,ped-40396,745.0,38,telefone,troca,atraso,Logística,media,Média,2024-12-11 14:54:10.647633,2024-12-11 17:54:10.647633,,0,104,33.49,58.05,50,500,6,promotor,SIM,nao,nao
1317,ped-41454,1324.0,10,SITE,entrega,estorno,logistica,Baixa,Alta,2024-08-19 05:22:01.906399,2024-08-19 03:22:01.906399,,3,-10,67.86,-11.31,100,500,5,neutro,Não,Sim,Não
5637,PED-23091,,4,SITE,Produto com defeito,estorno,financeiro,Crítica,baixa,2024-08-11 08:19:42.064365,2024-08-11 15:19:42.064365,2024-08-15 15:19:42.064365,0,118,77.59,34.66,0,200,5,detrator,Sim,Sim,sim
4617,ped-79674,,9,App,Cancelamento,Atraso,Financeiro,baixa,Baixa,2025-05-22 21:26:01.819398,2025-05-23 09:26:01.819398,2025-05-24 17:26:01.819398,-1,42,49.82,419.11,0,0,4,Neutro,NAO,sim,Não
5639,PED-98106,,22,Aplicativo,Cancelamento,Estorno,logistica,Crítica,Baixa,2025-07-31 12:13:32.107631,2025-07-31 19:13:32.107631,2025-08-01 17:13:32.107631,-1,-10,67.4,-11.23,100,200,2,Detrator,nao,Sim,nao
869,ped-19260,288.0,21,Chat Online,entrega,arrependimento,Tecnologia,baixa,alta,2025-05-22 21:01:17.887479,2025-05-23 02:01:17.887479,2025-05-25 15:01:17.887479,0,-10,41.16,-6.86,-20,-100,0,promotor,SIM,Não,nao
4038,PED-72667,1435.0,41,Site,Pagamento,Produto errado,Financeiro,media,Média,2025-07-30 18:42:48.469191,2025-07-31 00:42:48.469191,2025-07-31 13:42:48.469191,3,107,24.35,252.32,0,0,6,Detrator,NAO,nao,Não
2758,PED-46771,370.0,42,Chat Online,Entrega,arrependimento,Logística,Alta,baixa,2025-05-03 18:08:17.208802,2025-05-04 01:08:17.208802,,3,53,87.06,76.9,50,-100,0,Neutro,NAO,sim,Não
5643,PED-65524,,27,app,Pagamento,estorno,Financeiro,Alta,Baixa,2024-04-01 00:53:36.343162,2024-04-01 03:53:36.343162,2024-04-04 23:53:36.343162,-1,110,65.96,120.93,50,500,2,neutro,nao,nao,Sim
3254,ped-56893,132.0,6,app,Cancelamento,erro cobrança,Comercial,critica,Média,2024-06-23 17:19:57.540271,2024-06-23 21:19:57.540271,,2,-10,66.09,-11.02,50,200,0,detrator,Não,Sim,Sim
5645,PED-23944,500.0,42,whatsapp,troca,erro cobrança,Logística,Crítica,alta,2025-06-13 22:10:13.057450,2025-06-14 06:10:13.057450,2025-06-16 10:10:13.057450,-1,-10,62.56,451.51,100,0,6,neutro,nao,Sim,nao
2586,PED-74938,,37,SITE,entrega,atraso,logistica,Média,Média,2024-09-24 00:22:56.253968,2024-09-24 04:22:56.253968,2024-09-25 16:22:56.253968,0,93,55.77,158.88,50,0,6,Neutro,nao,nao,Não
1898,PED-22595,,19,App,entrega,atraso,logistica,baixa,baixa,2024-07-26 23:45:16.249525,2024-07-27 10:45:16.249525,,-1,94,74.02,115.96,-20,200,0,promotor,Não,Não,sim
5648,PED-87947,,26,SITE,Produto com defeito,arrependimento,logistica,critica,baixa,2024-04-04 11:12:38.894129,2024-04-04 14:12:38.894129,2024-04-07 01:12:38.894129,1,-10,74.35,-12.39,0,0,0,N/A,nao,sim,Sim
5649,PED-15378,,15,Site,Cancelamento,arrependimento,financeiro,critica,alta,2025-04-29 07:04:08.055214,2025-04-29 12:04:08.055214,2025-04-29 11:04:08.055214,0,-10,40.65,-6.77,-20,200,6,promotor,NAO,sim,sim
5650,PED-41150,1339.0,5,SITE,Cancelamento,atraso,Tecnologia,Alta,alta,2026-01-26 02:19:52.285633,2026-01-26 13:19:52.285633,2026-01-26 06:19:52.285633,0,-10,56.76,-9.46,50,200,1,Neutro,NAO,Sim,sim
5651,PED-59855,1137.0,29,Site,entrega,Produto errado,financeiro,media,Baixa,2025-02-21 06:21:48.692036,2025-02-21 16:21:48.692036,2025-02-25 01:21:48.692036,-1,120,65.07,130.14,0,0,6,Detrator,SIM,Sim,nao
2306,PED-25591,,8,whatsapp,produto com defeito,estorno,Comercial,alta,Baixa,2024-07-03 07:50:07.246804,2024-07-03 15:50:07.246804,2024-07-03 15:50:07.246804,3,-10,80.93,-13.49,50,500,0,Neutro,nao,Não,Sim
1234,ped-25374,172.0,8,SITE,pagamento,Estorno,Financeiro,Média,Baixa,2024-06-14 16:00:20.049088,2024-06-14 19:00:20.049088,,2,11,39.58,7.26,0,500,0,N/A,sim,Não,Sim
356,PED-59637,,37,telefone,Produto com defeito,Estorno,financeiro,Alta,Alta,2024-06-25 21:13:46.343555,2024-06-26 08:13:46.343555,2024-06-28 08:13:46.343555,2,-10,66.01,-11.0,0,0,6,detrator,Não,nao,Sim
5655,PED-25452,39.0,9,SITE,Entrega,Arrependimento,Comercial,Baixa,baixa,2024-03-03 14:34:20.639976,2024-03-03 23:34:20.639976,2024-03-04 22:34:20.639976,0,52,49.13,42.58,0,500,6,Neutro,sim,sim,sim
4762,PED-98062,623.0,32,site,Entrega,Atraso,Financeiro,Crítica,Alta,2024-03-12 13:12:47.043877,2024-03-12 11:12:47.043877,,0,7,87.06,10.16,0,500,0,N/A,nao,Sim,Não
5657,PED-34300,,45,site,entrega,erro cobrança,Financeiro,Baixa,alta,2024-07-21 05:13:25.377583,2024-07-21 07:13:25.377583,2024-07-23 07:13:25.377583,0,-10,22.95,-3.82,100,0,5,Promotor,SIM,Sim,Sim
5658,ped-21991,,39,Site,Entrega,estorno,logistica,Média,alta,2025-02-01 13:02:07.087317,2025-02-01 18:02:07.087317,2025-02-03 02:02:07.087317,3,-10,83.86,-13.98,-20,-100,6,N/A,sim,Sim,Não
3956,ped-97790,1391.0,44,site,entrega,erro cobrança,financeiro,critica,Alta,2025-08-19 04:24:12.597274,2025-08-19 10:24:12.597274,2025-08-19 20:24:12.597274,0,-10,43.79,-7.3,100,500,0,detrator,NAO,sim,Sim
2541,ped-62794,772.0,9,Telefone,Produto com defeito,atraso,Tecnologia,alta,alta,2025-02-21 18:17:29.958840,2025-02-21 21:17:29.958840,,3,88,46.48,68.17,0,0,6,detrator,SIM,nao,sim
5661,PED-35268,365.0,27,whatsapp,troca,Estorno,Logística,Baixa,alta,2026-02-09 20:42:59.218769,2026-02-09 21:42:59.218769,2026-02-14 11:42:59.218769,2,83,84.92,117.47,50,500,1,Detrator,Sim,sim,Sim
5662,PED-18586,1219.0,27,Aplicativo,Produto com defeito,estorno,Logística,critica,Alta,2026-01-30 13:04:08.596037,2026-01-30 14:04:08.596037,2026-02-04 07:04:08.596037,2,9,33.41,5.01,0,200,5,Neutro,Não,Não,Sim
4269,PED-86068,,23,Telefone,Entrega,atraso,Comercial,alta,alta,2025-03-05 05:35:55.931172,2025-03-05 12:35:55.931172,2025-03-08 23:35:55.931172,0,82,46.54,63.6,0,0,3,promotor,Não,nao,Não
5664,ped-38339,454.0,1,App,Cancelamento,Produto errado,financeiro,critica,baixa,2026-01-10 23:41:31.658970,2026-01-11 07:41:31.658970,2026-01-11 10:41:31.658970,1,67,93.84,97.81,0,500,4,N/A,Não,nao,nao
3890,PED-16328,,15,SITE,produto com defeito,Erro na cobrança,financeiro,Alta,Baixa,2025-11-18 01:30:57.983548,2025-11-18 09:30:57.983548,2025-11-20 03:30:57.983548,-1,87,45.88,66.53,-20,0,3,Detrator,Não,sim,Sim
1014,ped-75072,,50,Aplicativo,pagamento,erro cobrança,financeiro,critica,Baixa,2025-05-23 16:12:28.677743,2025-05-23 21:12:28.677743,2025-05-26 01:12:28.677743,0,-10,38.61,207.98,100,-100,6,detrator,SIM,nao,Sim
3059,ped-22984,118.0,26,chat online,troca,erro cobrança,Logística,Baixa,alta,2025-11-07 23:37:41.824667,2025-11-08 02:37:41.824667,2025-11-09 00:37:41.824667,3,-10,61.49,-10.25,50,-100,6,neutro,NAO,nao,sim
5668,PED-96679,,1,app,Pagamento,arrependimento,Comercial,media,Alta,2025-01-09 09:37:30.762492,2025-01-09 13:37:30.762492,,-1,93,32.81,50.86,0,200,0,Promotor,sim,sim,Não
721,ped-74812,789.0,45,SITE,Entrega,Produto errado,Tecnologia,critica,Alta,2024-11-08 08:01:30.579903,2024-11-08 11:01:30.579903,2024-11-10 16:01:30.579903,-1,61,81.19,82.54,-20,0,5,Detrator,NAO,sim,sim
5670,ped-31136,893.0,5,Chat Online,Pagamento,erro cobrança,Financeiro,Baixa,Baixa,2025-01-15 13:42:09.442087,2025-01-15 20:42:09.442087,,3,45,75.73,249.97,100,-100,0,N/A,Sim,sim,Não
5671,ped-59869,,8,Site,pagamento,Produto errado,logistica,Baixa,Alta,2025-12-11 18:39:43.606792,2025-12-12 04:39:43.606792,2025-12-13 13:39:43.606792,0,28,52.2,24.36,0,0,5,Neutro,NAO,sim,Não
3119,PED-74191,954.0,37,Aplicativo,entrega,Produto errado,Logística,Média,alta,2024-10-30 10:15:00.378781,2024-10-30 22:15:00.378781,2024-10-31 18:15:00.378781,-1,79,36.53,48.1,-20,-100,3,detrator,nao,Sim,Sim
5673,PED-41312,335.0,20,telefone,troca,Atraso,financeiro,baixa,Baixa,2025-11-17 06:51:05.509963,2025-11-17 15:51:05.509963,2025-11-20 16:51:05.509963,3,-10,31.3,-5.22,50,0,1,detrator,Sim,sim,sim
5674,PED-65567,889.0,43,site,Cancelamento,estorno,Financeiro,critica,alta,2025-07-17 15:20:44.374171,2025-07-17 23:20:44.374171,2025-07-18 23:20:44.374171,3,-10,78.03,-13.0,100,-100,6,promotor,sim,Sim,Não
5675,PED-94194,1382.0,47,app,produto com defeito,erro cobrança,Tecnologia,Crítica,Alta,2025-06-19 05:54:11.402962,2025-06-19 14:54:11.402962,2025-06-21 00:54:11.402962,0,83,32.28,44.65,50,-100,0,promotor,NAO,Não,sim
5676,ped-24965,,28,app,Troca,Atraso,Financeiro,Baixa,alta,2024-10-05 06:30:00.452297,2024-10-05 15:30:00.452297,,0,111,29.57,54.7,-20,-100,2,N/A,NAO,nao,sim
4016,PED-61031,349.0,43,telefone,Entrega,erro cobrança,Comercial,Alta,Média,2025-02-04 10:44:13.076001,2025-02-04 13:44:13.076001,2025-02-06 09:44:13.076001,0,-10,72.48,-12.08,0,0,5,N/A,nao,Sim,sim
5678,PED-78342,435.0,39,site,pagamento,Estorno,financeiro,Baixa,alta,2025-12-22 09:08:20.790533,2025-12-22 16:08:20.790533,2025-12-23 11:08:20.790533,2,-10,51.2,341.57,-20,-100,0,Neutro,sim,sim,Sim
5679,PED-96127,748.0,3,site,produto com defeito,atraso,Tecnologia,baixa,Baixa,2025-11-19 04:05:30.444897,2025-11-19 05:05:30.444897,2025-11-19 10:05:30.444897,0,-10,98.95,-16.49,100,200,0,detrator,nao,Sim,Sim
622,ped-47921,618.0,16,Aplicativo,produto com defeito,Estorno,logistica,baixa,baixa,2024-07-22 19:47:17.192896,2024-07-22 21:47:17.192896,2024-07-22 21:47:17.192896,3,-10,52.66,-8.78,50,-100,6,Detrator,Sim,Não,Não
1157,ped-55876,581.0,50,site,produto com defeito,Erro na cobrança,Logística,baixa,Alta,2025-01-28 16:57:58.827629,2025-01-28 19:57:58.827629,2025-01-30 04:57:58.827629,-1,105,99.5,174.12,50,0,6,Promotor,nao,Sim,Sim
5682,ped-78727,978.0,24,WhatsApp,Entrega,Produto errado,Logística,alta,Alta,2025-06-15 11:05:29.276788,2025-06-15 18:05:29.276788,2025-06-20 10:05:29.276788,-1,-10,43.35,-7.22,0,500,6,N/A,Não,sim,Sim
1959,ped-25710,600.0,43,SITE,entrega,atraso,Comercial,Crítica,baixa,2024-12-03 13:33:11.464097,2024-12-03 23:33:11.464097,2024-12-03 23:33:11.464097,3,-10,49.81,-8.3,100,0,6,Promotor,Sim,sim,sim
1941,PED-40489,332.0,5,SITE,Cancelamento,Produto errado,Financeiro,Baixa,alta,2025-03-05 00:39:33.633753,2025-03-05 12:39:33.633753,2025-03-08 15:39:33.633753,0,84,44.04,61.66,-20,-100,0,Promotor,SIM,Não,Não
1235,PED-52693,878.0,34,chat online,Entrega,atraso,Logística,alta,Média,2024-07-04 13:52:54.649907,2024-07-04 22:52:54.649907,,3,-10,65.52,415.76,-20,0,3,N/A,NAO,nao,sim
5686,PED-92522,,28,WhatsApp,Pagamento,Atraso,Comercial,baixa,Alta,2024-10-14 19:59:30.029940,2024-10-15 03:59:30.029940,,0,-10,55.78,-9.3,0,200,5,promotor,NAO,Sim,Sim
5687,PED-17687,,16,site,Troca,Estorno,financeiro,Crítica,baixa,2024-04-02 04:03:02.672985,2024-04-02 13:03:02.672985,2024-04-06 11:03:02.672985,1,70,55.07,64.25,0,-100,6,N/A,nao,Não,sim
5688,ped-62318,,30,chat online,Cancelamento,arrependimento,Tecnologia,media,Média,2024-10-24 09:56:13.271406,2024-10-24 05:56:13.271406,2024-10-24 23:56:13.271406,2,-10,24.62,-4.1,0,500,6,Promotor,NAO,nao,Não
1604,PED-63972,,1,whatsapp,troca,atraso,logistica,critica,Baixa,2025-06-03 19:38:02.185966,2025-06-03 16:38:02.185966,2025-06-05 05:38:02.185966,-1,13,58.71,12.72,0,0,2,Detrator,nao,sim,sim
1089,ped-15730,1481.0,46,chat online,pagamento,Atraso,financeiro,baixa,Média,2025-04-11 16:27:21.621599,2025-04-12 03:27:21.621599,2025-04-11 20:27:21.621599,0,-10,49.84,-8.31,0,200,0,detrator,Sim,Sim,nao
1012,ped-25567,,6,chat online,entrega,Produto errado,financeiro,critica,baixa,2025-09-20 16:18:18.790915,2025-09-20 18:18:18.790915,2025-09-21 17:18:18.790915,1,-10,99.58,-16.6,0,0,0,Promotor,NAO,sim,Não
1176,PED-65089,50.0,29,Telefone,entrega,Arrependimento,financeiro,Baixa,baixa,2025-12-10 17:55:15.369345,2025-12-10 21:55:15.369345,2025-12-12 04:55:15.369345,0,28,78.73,36.74,-20,500,0,Promotor,sim,sim,nao
2585,PED-79359,,44,telefone,Troca,Produto errado,logistica,baixa,Alta,2024-11-24 16:26:25.913614,2024-11-25 04:26:25.913614,2024-11-26 02:26:25.913614,0,-10,23.84,-3.97,100,0,2,promotor,Sim,nao,sim
5694,PED-90509,1287.0,35,telefone,Cancelamento,Produto errado,Logística,Alta,Alta,2024-12-05 22:30:42.162976,2024-12-06 04:30:42.162976,2024-12-09 05:30:42.162976,0,78,94.78,123.21,-20,200,0,detrator,SIM,nao,Não
2201,ped-44963,928.0,14,Site,entrega,Erro na cobrança,logistica,alta,baixa,2025-06-23 09:32:52.086984,2025-06-23 10:32:52.086984,,2,115,94.8,181.7,0,0,2,promotor,sim,Não,nao
5696,PED-63999,,18,App,Entrega,Produto errado,Comercial,Crítica,Alta,2026-01-17 16:32:12.505649,2026-01-17 22:32:12.505649,2026-01-19 05:32:12.505649,3,109,27.44,49.85,50,0,6,N/A,NAO,Não,nao
4702,ped-49329,,6,Chat Online,troca,Arrependimento,Tecnologia,Alta,alta,2025-05-05 05:17:07.463523,2025-05-05 16:17:07.463523,2025-05-10 02:17:07.463523,0,22,24.39,186.43,-20,0,6,Neutro,Não,Não,nao
5698,ped-91502,,42,SITE,entrega,Estorno,Financeiro,Média,Alta,2024-07-09 17:09:52.812911,2024-07-10 03:09:52.812911,,2,-10,84.45,-14.07,50,0,6,Detrator,Não,nao,Sim
5699,ped-69825,,6,Site,Entrega,Arrependimento,Comercial,alta,baixa,2024-03-22 01:01:13.290143,2024-03-22 12:01:13.290143,,3,50,54.63,45.53,0,0,5,detrator,Não,Não,Sim
5700,ped-69775,,48,SITE,Produto com defeito,Estorno,Comercial,Alta,Média,2024-10-07 17:22:35.584733,2024-10-08 02:22:35.584733,2024-10-10 16:22:35.584733,3,45,75.2,56.4,0,0,6,Detrator,nao,Não,nao
4063,PED-20930,508.0,40,Chat Online,Cancelamento,Atraso,Logística,critica,Alta,2025-08-31 22:38:55.719049,2025-09-01 07:38:55.719049,2025-09-05 09:38:55.719049,0,-10,31.97,230.49,0,-100,6,Detrator,sim,nao,Não
4623,PED-12237,,44,Site,entrega,atraso,logistica,Média,alta,2026-01-20 12:40:50.047512,2026-01-20 18:40:50.047512,2026-01-22 06:40:50.047512,2,11,62.85,11.52,100,0,6,detrator,sim,Sim,sim
3086,PED-57082,34.0,23,Chat Online,Produto com defeito,Erro na cobrança,Tecnologia,critica,Alta,2024-02-19 18:39:52.078408,2024-02-20 03:39:52.078408,2024-02-23 04:39:52.078408,1,108,78.08,140.54,0,-100,0,neutro,NAO,nao,sim
5704,ped-66659,,38,SITE,Troca,Estorno,financeiro,Crítica,baixa,2025-05-01 06:32:43.095334,2025-05-01 09:32:43.095334,2025-05-05 11:32:43.095334,2,51,76.8,486.91,50,-100,3,neutro,Sim,Sim,sim
5705,ped-76028,292.0,15,Aplicativo,produto com defeito,Erro na cobrança,Financeiro,Baixa,baixa,2024-12-21 19:19:50.557465,2024-12-22 02:19:50.557465,,2,-10,52.28,-8.71,-20,0,6,Neutro,SIM,sim,nao
97,PED-62140,1426.0,48,whatsapp,Entrega,Produto errado,Financeiro,Alta,Baixa,2025-12-12 18:40:48.841286,2025-12-12 19:40:48.841286,2025-12-15 10:40:48.841286,1,41,21.55,426.01,100,0,0,N/A,SIM,sim,nao
5707,ped-98060,254.0,20,app,troca,Produto errado,financeiro,media,baixa,2025-05-06 04:51:08.188953,2025-05-06 10:51:08.188953,2025-05-06 10:51:08.188953,0,9,97.63,14.64,50,0,6,promotor,Sim,sim,Sim
5708,ped-95983,1284.0,46,site,entrega,Produto errado,Tecnologia,baixa,Baixa,2024-06-07 21:20:33.015448,2024-06-08 07:20:33.015448,,2,-10,30.25,-5.04,50,200,6,promotor,NAO,Não,sim
1389,PED-65152,,33,Site,Produto com defeito,Produto errado,financeiro,media,Média,2024-06-22 16:43:09.589791,2024-06-22 23:43:09.589791,2024-06-23 22:43:09.589791,3,99,62.94,103.85,0,500,6,Neutro,nao,nao,Sim
5710,PED-97869,,15,whatsapp,Entrega,Atraso,Tecnologia,Crítica,Baixa,2025-06-20 19:59:46.987561,2025-06-21 04:59:46.987561,2025-06-23 08:59:46.987561,0,102,25.42,43.21,-20,500,6,Detrator,Sim,nao,nao
3745,PED-45712,,37,telefone,Cancelamento,estorno,logistica,baixa,Média,2024-08-05 04:37:33.640893,2024-08-05 11:37:33.640893,2024-08-09 23:37:33.640893,0,-10,80.47,-13.41,-20,-100,0,neutro,NAO,Não,nao
2214,PED-42928,1287.0,12,WhatsApp,Pagamento,Atraso,Financeiro,Média,alta,2024-04-04 16:32:57.942547,2024-04-05 02:32:57.942547,2024-04-09 03:32:57.942547,0,31,20.33,10.5,50,200,4,Promotor,NAO,Não,nao
5713,PED-17197,,45,Telefone,pagamento,atraso,Tecnologia,media,baixa,2024-05-11 17:24:38.395578,2024-05-11 20:24:38.395578,2024-05-15 02:24:38.395578,0,31,43.9,22.68,0,0,0,promotor,nao,Sim,Sim
1210,PED-80644,538.0,39,SITE,pagamento,Arrependimento,Logística,Alta,Média,2025-12-09 10:01:35.404194,2025-12-09 15:01:35.404194,2025-12-11 12:01:35.404194,3,-10,69.5,-11.58,0,0,4,N/A,SIM,Sim,nao
