id_lancamento,data,tipo,categoria,descricao,valor,id_pedido
3325,2026-01-07,Despesa,marketing,Occaecati iste eius molestiae.,8044.89,
3326,2025-10-03,Despesa,Receita,Nam nobis quidem.,-770.26,PED-81142
3327,2025-03-16,Receita,RH,Possimus ipsum officia beatae facilis.,3634.98,
3328,2025-02-15,Despesa,Receita,Quae ab quam molestias.,9522.91,
3329,2024-06-30,Receita,Tecnologia,Velit nulla.,7798.9,
3330,2025-08-26,Despesa,RH,Aliquid rem molestias.,-500.03,PED-61331
3331,2025-03-09,Despesa,Logística,Quibusdam porro nihil quaerat possimus.,10649.68,PED-70172
3332,2024-09-21,Receita,Logística,Libero cum.,4119.68,
3333,2025-03-07,receita,Tecnologia,Architecto ab veritatis consequatur deserunt.,11677.35,
3334,2025-08-09,Receita,Logística,Ipsa iusto laboriosam eos.,10556.11,PED-69606
3335,2024-02-26,Despesa,Tecnologia,Voluptas nobis qui unde.,409.86,
3336,2024-06-12,receita,Receita,Mollitia explicabo est.,11633.93,
3337,2025-03-28,receita,RH,Dicta nesciunt harum odio accusamus.,-262.31,
3338,2024-11-27,Receita,Marketing,Saepe ea.,-773.3,
3339,2026-01-19,Receita,Logística,Error est reiciendis error.,-5850.77,PED-80152
3340,2025-11-29,Receita,Marketing,Corrupti non laboriosam.,10514.96,
3341,2025-06-11,Receita,Receita,Inventore repellendus.,3331.35,
3342,2025-09-24,receita,Tecnologia,Cupiditate quia expedita voluptas.,6391.44,PED-47249
3343,2025-08-27,Receita,marketing,Labore odit.,-3591.25,PED-89123
3344,2025-11-17,Despesa,Logística,Qui nesciunt corrupti architecto minus.,8815.36,
3345,2025-10-18,Despesa,Tecnologia,Delectus expedita beatae porro.,-1665.64,
3346,2024-05-19,receita,marketing,Aliquid ad voluptate.,2834.23,
3347,2024-04-12,Receita,Tecnologia,Alias atque deleniti quas.,6809.12,PED-45353
3348,2024-10-28,Receita,Marketing,Consequatur error.,-3076.14,
3349,2024-07-21,Receita,RH,Explicabo officia nisi.,4192.14,
3350,2025-06-01,receita,Marketing,Nisi corrupti modi.,-7936.63,PED-97970
3351,2024-11-03,receita,Tecnologia,Quas aliquam atque.,9217.91,PED-60685
3352,2025-06-23,Receita,marketing,Perspiciatis consequuntur eos repellendus.,-5992.67,PED-20747
3353,2024-02-15,Despesa,RH,Harum commodi harum quas.,850.55,PED-60393
3354,2024-03-21,Receita,Tecnologia,Explicabo numquam.,7301.12,PED-36886
3355,2024-10-27,receita,Tecnologia,Repellendus reprehenderit voluptate excepturi.,-1154.23,PED-12715
3356,2024-11-30,Despesa,Tecnologia,Et impedit eaque.,-241.99,
3357,2024-04-17,receita,marketing,Earum fuga omnis dicta pariatur.,6069.13,PED-88768
3358,2026-02-01,Receita,RH,Autem aliquam eveniet facilis fugit.,-3857.38,PED-51184
3359,2025-07-16,receita,Logística,Id modi.,-3024.69,
3360,2025-05-09,receita,Tecnologia,Eligendi sint eaque perferendis.,9554.61,
3361,2025-05-10,Despesa,Receita,Animi facilis veniam.,-6706.1,PED-12867
3362,2025-08-02,Despesa,Logística,Sapiente earum sapiente ratione.,-809.59,PED-12686
3363,2025-06-28,receita,Receita,Veritatis ut.,906.55,
3364,2024-11-10,receita,Logística,Veritatis ipsam amet nesciunt.,-1035.4,PED-45274
3365,2024-05-11,receita,RH,Labore alias illum.,-4838.04,
3366,2024-09-23,Receita,RH,Et eos debitis harum.,-708.56,
3367,2024-02-24,Despesa,marketing,Explicabo ea error.,-6152.46,
3368,2026-01-01,receita,Marketing,Magni debitis dignissimos alias.,2505.08,PED-43442
3369,2024-11-16,Receita,Logística,Et provident ipsum minima.,-5167.32,PED-67133
3370,2025-12-12,Receita,marketing,Dolorum et.,189.29,
3371,2025-03-12,Receita,Marketing,Mollitia beatae tempore.,4418.89,
3372,2024-11-29,receita,Tecnologia,Sed quis nulla tempora.,1404.97,
3373,2025-06-09,Receita,Marketing,Ex neque in.,8154.57,
3374,2024-09-24,Receita,Marketing,At impedit cupiditate et quis.,-2619.12,
3375,2024-11-11,receita,Tecnologia,Eum deserunt reprehenderit necessitatibus.,7217.21,
3376,2024-07-09,Despesa,marketing,Accusamus exercitationem quasi laborum.,-3087.07,PED-11146
3377,2025-06-27,Receita,Logística,Maxime quasi dolorum.,2264.92,
3378,2025-05-12,receita,marketing,Assumenda ad harum quasi ipsa.,-4659.97,
3379,2024-08-29,Receita,marketing,Nam vero et.,9233.77,PED-58128
3380,2025-06-19,receita,marketing,Blanditiis occaecati molestiae ab eligendi.,1098.88,
3381,2025-05-22,Receita,Receita,Deserunt impedit earum aperiam.,4120.22,
3382,2024-09-04,receita,marketing,Illum nam harum delectus.,-7988.53,PED-70394
3383,2026-01-13,Despesa,RH,Doloremque facere tempora amet.,3006.31,PED-62939
3384,2026-01-09,Despesa,Tecnologia,Cumque doloremque.,-921.29,PED-89366
3385,2025-02-27,receita,Tecnologia,Officiis eveniet aliquid.,10737.4,PED-31875
3386,2026-01-23,Receita,Marketing,Minima quod sequi.,-3862.14,PED-88616
3387,2024-03-18,receita,Marketing,A perferendis harum vitae maiores.,4087.92,PED-64055
3388,2026-01-14,receita,Logística,Maiores nisi quibusdam impedit.,-527.53,PED-51228
3389,2024-12-28,Receita,Marketing,Commodi quasi delectus dolorem laborum.,-3688.59,
3390,2025-07-12,receita,Tecnologia,Saepe ex in.,7810.49,PED-28329
3391,2025-02-02,receita,marketing,Nihil ipsum dolores.,-5153.69,PED-39762
3392,2024-07-30,receita,RH,Quae saepe earum dolore incidunt.,-15.22,PED-70975
3393,2025-10-06,Receita,RH,Illum mollitia quia aliquid.,-5391.72,
3394,2026-01-06,Receita,Receita,Non ea fuga aliquid eveniet.,10454.93,PED-48721
3395,2024-09-27,Receita,Logística,Voluptatibus ipsum cupiditate deserunt sit.,1301.79,PED-60666
3396,2025-08-16,Receita,Tecnologia,Tempore dicta minus.,-2120.98,PED-77182
3397,2025-07-10,Receita,RH,Eos modi atque.,-6644.89,
3398,2025-07-01,receita,Tecnologia,Itaque consequuntur eum fuga.,-4681.09,
3399,2024-09-21,Despesa,Receita,Illum possimus in cupiditate.,3231.8,
3400,2025-08-31,Despesa,marketing,Odio assumenda maxime.,4613.49,
3401,2024-09-21,receita,RH,Vel impedit quia dolore.,-1319.18,PED-90337
3402,2024-09-21,receita,Tecnologia,Voluptate dolore sint facilis.,-1469.11,
3403,2025-03-19,Despesa,Tecnologia,Ratione vel maxime totam.,-5534.04,PED-67461
3404,2025-12-20,receita,Tecnologia,Vel incidunt officiis.,-7276.88,
3405,2025-10-04,Receita,RH,Quis a aspernatur nostrum beatae.,-1396.96,PED-67653
3406,2025-01-09,Receita,marketing,Id nemo quos quidem.,7242.18,
3407,2025-11-18,Despesa,RH,Accusamus iure mollitia aut a.,-2484.8,
3408,2025-08-13,Receita,Logística,Tenetur a dolor laborum.,-7757.71,
3409,2024-07-10,receita,Tecnologia,Consequatur reiciendis.,-4126.71,PED-29876
3410,2024-10-07,Despesa,Tecnologia,Maxime modi quibusdam.,-2897.04,
3411,2025-06-21,Receita,marketing,Commodi iste.,9176.81,PED-44800
3412,2025-01-17,Receita,marketing,Quidem pariatur totam dolorem.,1366.13,PED-31706
3413,2025-08-26,Receita,Marketing,A voluptates.,5388.34,PED-54923
3414,2025-01-18,receita,Logística,Reiciendis odit explicabo.,3540.87,PED-81817
3415,2025-03-03,Despesa,Receita,Placeat laudantium exercitationem.,-1469.34,PED-30394
3416,2025-04-08,Despesa,marketing,Exercitationem omnis non.,-3476.02,PED-12913
3417,2024-09-14,receita,Logística,Sed consequatur quis maxime.,-1436.93,PED-76694
3418,2024-02-06,receita,Receita,Molestiae enim rem iure dolorem.,11826.26,PED-16722
3419,2026-01-06,receita,Marketing,Vero architecto rerum quis.,8481.38,
3420,2025-03-27,Receita,marketing,Nesciunt placeat placeat alias.,1286.95,
3421,2024-06-03,Despesa,Tecnologia,Exercitationem aliquam nam rem quam.,2116.87,PED-64086
3422,2024-07-02,receita,Tecnologia,Incidunt fugiat pariatur.,-1375.74,
3423,2024-03-05,Receita,Tecnologia,Culpa laboriosam.,1623.47,
3424,2024-06-12,receita,Marketing,Est doloremque a ullam.,712.47,
3425,2025-04-01,receita,RH,Sunt aspernatur dicta cum animi.,11567.17,PED-53749
3426,2025-06-22,Receita,Logística,Quasi occaecati sit amet sit.,-3286.35,PED-74469
3427,2025-11-24,Despesa,marketing,Qui facere reprehenderit.,106.35,PED-40816
3428,2025-05-26,Receita,Tecnologia,Quia architecto dolores assumenda itaque.,8090.59,
3429,2026-01-11,Despesa,Logística,Eius tempore autem aspernatur laboriosam.,3868.92,
3430,2024-06-08,Receita,Marketing,Vel fugiat aperiam.,7923.89,
3431,2024-11-28,Despesa,RH,Repellendus odio nulla.,1852.97,
3432,2025-01-18,Receita,Marketing,Totam commodi odio temporibus.,1424.16,
3433,2024-04-14,receita,Logística,Commodi officiis distinctio molestias.,5574.79,
3434,2025-01-06,Receita,marketing,Dolor enim suscipit.,9857.59,
3435,2025-12-14,Receita,Tecnologia,Optio quaerat modi est.,-6353.08,
3436,2025-05-09,Receita,marketing,Rem officiis est illum commodi.,9941.12,
3437,2025-06-16,receita,Tecnologia,Inventore dolorem.,-2171.43,
3438,2024-09-20,Despesa,Logística,Perferendis voluptatem praesentium pariatur.,-5227.68,PED-70599
3439,2025-11-20,Receita,Receita,Officiis odio.,7521.5,
3440,2024-03-06,receita,Tecnologia,Quam fugit dolore delectus.,-3524.16,
3441,2026-01-28,receita,Logística,Delectus ipsam possimus iste.,5300.17,PED-71952
3442,2025-04-16,receita,Tecnologia,Iusto totam voluptate magni.,-1872.02,PED-95654
3443,2026-01-24,receita,marketing,Provident tenetur impedit eaque.,7885.15,PED-50543
3444,2024-05-31,Receita,marketing,Eligendi culpa voluptatem molestias.,1225.74,
3445,2025-03-01,Receita,Marketing,Eaque harum cupiditate.,3753.66,
3446,2025-02-21,Receita,RH,Exercitationem similique perspiciatis.,-5477.81,PED-19626
3447,2025-01-31,receita,Receita,Voluptatum non quo quaerat incidunt.,-1600.99,PED-41359
3448,2024-06-26,receita,RH,Distinctio in provident aliquam debitis.,-5547.63,PED-94451
3449,2025-11-14,Despesa,marketing,Expedita libero aspernatur debitis adipisci.,9911.79,
3450,2025-02-11,receita,marketing,Quia ipsam tempora expedita.,-184.11,
3451,2024-04-14,Receita,Marketing,Ipsam iusto dolorem debitis officia.,8822.43,PED-43053
3452,2024-08-07,Receita,RH,Inventore repudiandae.,1270.08,PED-62099
3453,2024-11-09,receita,marketing,Ullam nemo minus expedita.,8315.62,PED-65358
3454,2025-01-19,Despesa,Receita,Dolore aspernatur.,-4320.76,PED-31519
3455,2024-07-26,receita,Marketing,Modi nulla.,1737.88,
3456,2025-03-20,Receita,marketing,Maiores cupiditate.,-3199.53,PED-89157
3457,2025-07-11,receita,marketing,Soluta distinctio perspiciatis molestias.,6415.69,
3458,2024-04-14,Receita,Receita,Quos quaerat.,-785.45,PED-54952
3459,2025-08-29,receita,Marketing,Rerum voluptatum id aliquid.,-5908.05,
3460,2024-03-16,Receita,marketing,Ut rem fugit numquam.,-1349.64,PED-96332
3461,2024-06-23,Despesa,RH,Qui nemo itaque numquam quidem.,9791.73,
3462,2024-08-10,receita,Receita,Ab illo iste quam.,8005.59,PED-69631
3463,2024-09-01,Despesa,RH,In quam molestiae nemo.,-7109.73,
3464,2025-06-10,receita,Tecnologia,Nostrum libero voluptatem harum.,4540.85,PED-18231
3465,2025-07-02,receita,RH,Amet quidem sint.,10282.1,
3466,2025-03-03,receita,Tecnologia,Unde eum laborum adipisci odit.,-3542.01,PED-44694
3467,2024-08-01,Despesa,Marketing,Ab expedita id animi eum.,8334.73,PED-97612
3468,2024-11-29,receita,Logística,Velit repellendus dignissimos architecto.,-7914.3,
3469,2025-02-05,Receita,RH,Impedit fuga nobis dicta fugit.,-3220.4,PED-10294
3470,2025-10-02,Receita,Marketing,Blanditiis dolorum adipisci vel.,8047.82,PED-45865
3471,2025-09-01,Receita,Tecnologia,Consectetur iure voluptatibus necessitatibus.,9370.92,PED-93888
3472,2025-01-18,Despesa,Receita,Nulla ipsa temporibus.,-6976.09,
3473,2024-09-04,Despesa,Receita,Voluptatum id sint eligendi.,3047.19,
3474,2024-04-09,receita,Tecnologia,Omnis excepturi explicabo.,6514.42,
3475,2025-01-12,Receita,Receita,Voluptatem natus veritatis eaque.,590.01,
3476,2025-04-12,receita,Marketing,Inventore dolores ullam non.,-6010.8,
3477,2025-12-27,Despesa,Logística,Adipisci eveniet nesciunt.,5436.22,
3478,2025-05-04,receita,marketing,Laborum reiciendis fugit illo a.,6583.24,
3479,2024-11-28,receita,Logística,Accusantium quam.,11957.7,
3480,2024-12-08,Receita,marketing,Placeat nobis eveniet voluptatem rem.,9464.42,
3481,2024-09-11,Receita,Logística,Voluptatum similique.,11302.87,PED-24859
3482,2024-07-05,receita,Marketing,Cum ipsa eum reiciendis perferendis.,2009.26,PED-80070
3483,2025-02-17,Despesa,Marketing,Deserunt facilis expedita.,1624.84,PED-90526
3484,2025-10-27,Receita,Logística,Pariatur architecto facilis unde.,7780.0,
3485,2025-01-14,receita,marketing,Sapiente quaerat nisi.,2906.09,
3486,2025-12-09,Despesa,Marketing,In quibusdam veritatis.,11842.46,
3487,2026-01-26,receita,marketing,Neque ratione eveniet.,2441.73,
3488,2024-08-18,receita,Receita,Ullam architecto corrupti exercitationem fuga.,-972.35,PED-54588
3489,2025-04-04,receita,Marketing,Non iusto explicabo.,8145.5,
3490,2025-07-14,Receita,marketing,Quo quos ducimus.,4421.5,
3491,2026-01-01,Despesa,marketing,Accusantium incidunt error.,8690.22,PED-74798
3492,2024-10-04,receita,Logística,Optio eos numquam.,4850.55,
3493,2025-05-24,Receita,RH,Ea at veritatis iste.,-4238.39,PED-84834
3494,2024-07-23,Receita,Receita,Omnis error dolores odit eos.,10678.4,PED-95028
3495,2025-01-04,receita,Receita,Impedit commodi exercitationem quod.,8750.38,PED-51309
3496,2024-08-29,Receita,marketing,Id facilis fugit.,8860.45,
3497,2024-10-29,Despesa,marketing,Perferendis tempore molestiae esse.,1468.6,PED-82559
3498,2025-12-09,Receita,Tecnologia,Ea itaque nobis.,8216.59,PED-93634
3499,2024-02-06,Receita,Logística,Perspiciatis minima veritatis eaque.,2741.63,PED-65789
3500,2024-12-28,Receita,Marketing,Repudiandae quisquam occaecati ducimus esse.,-6901.74,
3501,2025-06-27,Despesa,Logística,Maxime totam occaecati.,8313.87,PED-30058
3502,2024-07-07,receita,RH,Quae fugiat molestiae.,11626.21,PED-79594
3503,2024-03-06,Receita,RH,Qui tempore eligendi quam molestias.,-1832.3,PED-49298
3504,2024-10-02,Receita,Marketing,Recusandae illum.,11625.08,
3505,2024-04-14,Despesa,Marketing,Dolore modi iure ad.,9390.1,
3506,2025-07-18,receita,Marketing,Ea optio distinctio autem nulla.,-6096.85,PED-44629
3507,2024-05-26,receita,Marketing,Accusantium dicta harum.,-4347.62,
3508,2025-12-06,Receita,Marketing,Debitis beatae et distinctio.,-2469.7,
3509,2025-06-08,Despesa,Tecnologia,Molestiae accusantium.,10704.19,PED-81573
3510,2024-10-05,Despesa,Receita,Pariatur tempore non consectetur.,-2049.08,
3511,2024-10-30,receita,RH,Aperiam distinctio repudiandae.,-6140.65,PED-53681
3512,2026-01-25,Despesa,Marketing,Facere tempora doloremque ut.,-5262.17,
3513,2026-01-05,Receita,RH,Asperiores sequi qui optio.,-7149.5,PED-57333
3514,2024-04-26,Despesa,Marketing,Quam sit laboriosam tempore.,-2714.35,
3515,2025-10-05,Receita,Logística,Labore nemo.,-4632.4,
3516,2025-10-12,Despesa,Marketing,Tempora facilis distinctio corrupti.,1406.31,
3517,2024-10-01,Despesa,Receita,Magnam voluptas ab.,2193.69,
3518,2024-02-29,Despesa,Tecnologia,Tempora veniam.,9501.45,
3519,2025-07-24,receita,Tecnologia,Officia perspiciatis repellat.,-3241.77,
3520,2025-08-18,Despesa,Receita,Iste vero reprehenderit ipsum.,-231.18,PED-79177
3521,2025-08-02,receita,marketing,Enim molestiae non tempore consectetur.,90.41,PED-87433
3522,2025-11-23,Despesa,Logística,Eum ipsa culpa veniam.,-2612.8,
3523,2025-02-21,Despesa,RH,Magnam iure labore placeat.,-2900.01,PED-89332
3524,2024-08-04,Receita,Marketing,Pariatur saepe illum vero mollitia.,110.9,PED-35056
3525,2025-07-03,Despesa,marketing,Voluptates assumenda rem.,3532.32,
3526,2025-07-22,Despesa,marketing,Distinctio harum tempora quas deleniti.,-5351.03,
3527,2025-09-19,Receita,Receita,Provident inventore.,-7068.72,PED-19463
3528,2024-11-21,Receita,marketing,Rem id nulla rerum.,-2469.02,
3529,2025-04-10,Despesa,marketing,Dolore quia dolores mollitia sit.,6344.73,PED-11803
3530,2025-12-29,Receita,Logística,Soluta consectetur quod.,-3873.33,
3531,2024-10-09,Despesa,Receita,Architecto vero delectus.,7711.95,PED-58333
3532,2025-04-09,receita,RH,A pariatur a voluptatibus.,5190.4,PED-99170
3533,2024-05-11,receita,Receita,Voluptatum quibusdam ipsam.,-3969.02,
3534,2025-11-05,Receita,RH,Suscipit debitis atque nostrum.,-936.44,
3535,2025-10-22,receita,RH,Delectus ratione reiciendis.,10982.86,
3536,2025-04-21,receita,Marketing,Sapiente maxime eligendi harum.,665.87,
3537,2025-07-19,Receita,Receita,Neque eum aperiam.,1174.95,
3538,2026-02-02,receita,Marketing,Cumque reiciendis.,9626.13,PED-28441
3539,2025-04-23,receita,marketing,Possimus a eligendi.,523.05,PED-11804
3540,2025-07-23,Despesa,Marketing,Rerum at maiores.,3729.69,PED-55592
3541,2024-11-02,Despesa,marketing,Cupiditate vero quasi.,986.86,PED-46125
3542,2024-03-28,receita,Logística,Accusantium ducimus.,-4790.83,PED-38909
3543,2025-01-08,Receita,Marketing,Consequatur blanditiis quibusdam accusamus.,7620.16,PED-94570
3544,2024-09-03,receita,marketing,Rerum aperiam nihil error.,11729.86,
3545,2025-09-05,Receita,Logística,Vitae vero similique necessitatibus quidem.,6424.85,PED-78423
3546,2025-08-11,Despesa,Marketing,Repellendus iste ipsa ipsam.,-2563.76,PED-96283
3547,2024-03-30,Despesa,RH,Quasi labore sed.,-7594.01,
3548,2024-06-05,Receita,Logística,Odio eius.,-2958.02,
3549,2024-12-13,Despesa,RH,Ratione quo.,11549.03,
3550,2025-07-18,Receita,Logística,Dolore voluptatum provident iste.,7369.86,PED-82597
3551,2026-01-25,Despesa,Logística,Laudantium tempore dicta.,-7970.79,
3552,2025-08-13,Receita,Receita,Quibusdam deserunt.,-1873.24,PED-65685
3553,2025-07-07,Despesa,Logística,Aspernatur optio recusandae.,3723.85,PED-92424
3554,2024-03-28,Despesa,Tecnologia,Molestias a possimus magnam.,3304.31,
3555,2024-08-21,receita,RH,Deleniti repellendus quisquam vel corporis.,4492.38,PED-42097
3556,2025-12-14,Receita,Logística,Animi exercitationem dolores vitae inventore.,-862.39,PED-41610
3557,2024-04-06,receita,marketing,Accusamus voluptatibus iste.,616.46,
3558,2025-12-10,Despesa,Marketing,Enim placeat animi odit commodi.,-5936.15,
3559,2024-08-05,receita,Marketing,Soluta eos animi laborum porro.,-3900.81,
3560,2024-06-16,Receita,Receita,Culpa autem exercitationem deleniti id.,11795.49,PED-81901
3561,2025-03-30,Despesa,marketing,Reiciendis dicta iusto veritatis.,-3585.36,
3562,2025-08-03,receita,Marketing,Eligendi commodi dignissimos ex.,-7267.68,PED-11533
3563,2026-01-06,Receita,Logística,Maxime molestiae voluptates fugit.,4860.38,
3564,2025-11-12,Receita,Logística,Ab veritatis fugiat id.,10471.34,
3565,2024-06-28,Receita,Logística,Delectus hic qui earum aut.,7821.99,
3566,2024-05-05,Receita,RH,Animi labore.,5779.93,
3567,2025-01-03,Despesa,Receita,Doloremque hic quisquam consequuntur.,6573.29,
3568,2025-05-06,receita,Logística,In sequi asperiores.,-5998.13,
3569,2025-10-29,Despesa,Logística,Numquam quibusdam.,-7998.14,PED-55738
3570,2026-02-01,receita,Tecnologia,Numquam ratione odio asperiores iusto.,5918.78,
3571,2024-02-07,Despesa,Tecnologia,Cumque possimus illum.,-7572.77,
3572,2024-05-03,Receita,marketing,Repellat sapiente.,-3315.61,
3573,2024-05-24,Receita,marketing,Omnis iure iusto officia eligendi.,-4047.11,PED-48666
3574,2024-04-12,Receita,Receita,Libero iusto vero a.,989.34,
3575,2025-11-02,Receita,Marketing,Dolore dolore voluptatibus.,6514.88,PED-36760
3576,2025-07-06,Despesa,Logística,Repudiandae fugiat accusantium.,8694.93,
3577,2024-08-08,Despesa,Marketing,Eum commodi fugit.,8672.39,PED-30849
3578,2025-05-01,receita,Marketing,Possimus eius perferendis.,-4572.5,
3579,2024-02-24,Despesa,RH,Perspiciatis omnis.,-5829.51,
3580,2024-08-23,Receita,marketing,Doloremque at.,301.06,
3581,2025-10-14,Despesa,marketing,Consequuntur at quaerat.,-2677.2,PED-78191
3582,2024-07-11,receita,marketing,Iure aliquid.,8575.51,
3583,2024-03-10,receita,RH,Recusandae incidunt quia sequi quod.,-4557.3,PED-68336
3584,2025-01-15,receita,Logística,Eveniet perspiciatis quod alias.,4125.63,
3585,2025-05-31,receita,Logística,Fugiat exercitationem esse eligendi aliquid.,-489.48,PED-80182
3586,2024-02-17,Receita,Tecnologia,Hic cumque error.,-5693.05,
3587,2024-02-29,Receita,Receita,Hic natus vero rem veniam.,6005.39,PED-24832
3588,2025-05-13,receita,Receita,Exercitationem beatae.,3613.25,
3589,2025-12-23,Despesa,marketing,Sed impedit ducimus.,2780.51,
3590,2025-08-17,Receita,Marketing,Ipsa tempora sapiente sunt.,2168.32,
3591,2025-09-08,Receita,Tecnologia,Quasi deserunt consectetur impedit.,3045.55,
3592,2024-03-02,receita,Logística,Quasi dolor pariatur.,-1358.48,
3593,2025-09-09,Receita,RH,Aspernatur repellendus ad praesentium magni.,1810.17,
3594,2024-06-24,Receita,Receita,Dolorem unde tenetur modi.,4724.99,
3595,2025-03-28,Despesa,RH,Sit iusto reiciendis.,-6571.3,
3596,2024-04-03,Despesa,Logística,Voluptatum maxime atque.,1217.98,PED-99304
3597,2025-03-12,receita,Marketing,Fugit explicabo.,-7337.88,
3598,2024-03-07,Despesa,Receita,Aut molestiae debitis perspiciatis officia.,-7515.86,
3599,2024-11-24,receita,marketing,Ut assumenda culpa.,7151.17,
3600,2025-12-30,Receita,Receita,Quam ratione quis reprehenderit.,-4191.56,PED-22879
3601,2026-01-12,Despesa,Receita,Magni praesentium voluptatibus maiores.,-569.21,
3602,2024-03-14,Despesa,marketing,Inventore doloremque placeat.,11768.06,PED-51005
3603,2025-02-11,Despesa,Marketing,Voluptatum sunt soluta.,7893.79,PED-76062
3604,2024-11-11,receita,Logística,Tempora eveniet dolorem quibusdam.,-4814.51,
3605,2024-09-16,Despesa,Receita,Tenetur maxime atque exercitationem.,3527.7,PED-72492
3606,2024-03-15,receita,Tecnologia,Voluptate quis tempora voluptas.,10205.07,
3607,2025-12-05,Receita,Logística,Odio laudantium perferendis.,2028.31,PED-15565
3608,2024-08-17,receita,RH,Fuga quam soluta.,-7192.34,PED-66975
3609,2025-02-01,Receita,Marketing,Ducimus laboriosam culpa.,3984.23,PED-10366
3610,2025-10-18,Receita,RH,Animi nulla maxime dicta voluptatibus.,-1092.96,
3611,2024-05-08,receita,Receita,Cum sit.,2317.81,
3612,2024-04-12,receita,RH,Officia occaecati non.,3260.03,PED-40907
3613,2025-07-16,Receita,Logística,Ipsa quae rerum officia.,2233.65,PED-52158
3614,2024-06-05,Despesa,Marketing,Ex facilis delectus.,-675.79,PED-32313
3615,2024-03-01,Despesa,Marketing,Dolorum perspiciatis.,3050.87,PED-15161
3616,2024-02-08,Receita,RH,Quo ab earum mollitia.,-3841.67,PED-63763
3617,2024-02-12,Despesa,Logística,Nemo veniam hic a accusantium.,7730.46,
3618,2024-10-23,Receita,Marketing,Facere temporibus soluta tenetur.,-6785.76,
3619,2024-10-14,receita,Logística,Distinctio ipsa.,8697.96,
3620,2024-08-09,receita,Receita,Consequuntur vitae hic.,6665.7,
3621,2025-07-09,Despesa,RH,Explicabo rerum eum adipisci.,1968.94,
3622,2024-05-28,receita,Receita,Distinctio corporis autem.,7277.06,
3623,2024-03-19,receita,Logística,Saepe quae laudantium.,-3155.46,
3624,2025-06-18,Receita,Receita,Sint maiores laboriosam.,1.65,PED-98854
3625,2025-01-24,Despesa,marketing,Recusandae minus eveniet soluta perferendis.,2434.47,PED-94565
3626,2024-11-25,receita,Logística,Vero accusamus ipsum exercitationem laborum.,-4828.14,PED-41813
3627,2024-04-06,Despesa,marketing,Optio atque necessitatibus.,-634.87,PED-79248
3628,2025-03-09,Receita,Marketing,Eligendi velit officiis harum.,-1808.3,
3629,2024-05-21,receita,Marketing,Asperiores facilis non optio.,8440.74,PED-48223
3630,2025-04-14,Receita,Logística,Est omnis esse odit provident.,10922.83,PED-58977
3631,2025-12-09,Receita,marketing,A optio fuga.,65.58,PED-40025
3632,2025-08-28,receita,Tecnologia,Earum nam numquam consectetur.,5663.67,
3633,2025-10-09,Despesa,Marketing,Blanditiis alias velit.,5373.29,PED-71581
3634,2024-09-28,receita,RH,Alias quae quas.,7841.88,
3635,2025-12-16,Receita,Receita,Unde esse.,-5820.7,
3636,2024-09-12,receita,Logística,Quod iusto repellendus.,6509.89,PED-27596
3637,2025-07-15,Despesa,Receita,Nihil placeat ea perspiciatis aliquid.,-6769.4,
3638,2025-05-23,receita,Receita,Repudiandae amet perspiciatis.,4781.63,
3639,2025-04-09,Receita,marketing,Consequatur quod at.,-3821.26,
3640,2025-01-18,Despesa,Logística,Ipsa vitae.,3742.43,PED-26014
3641,2024-04-08,Despesa,marketing,Dolor facere ducimus neque.,8134.1,
3642,2025-07-18,Receita,Receita,Impedit labore quos fugit.,3997.1,PED-78971
3643,2026-01-21,Despesa,Marketing,Natus quidem temporibus id.,2887.56,
3644,2025-07-31,Receita,Tecnologia,Aliquid impedit eveniet reprehenderit ut.,-6171.63,
3645,2025-01-16,receita,marketing,Autem fuga.,-5305.86,PED-94414
3646,2025-12-15,Receita,Marketing,Voluptatem error.,9647.66,
3647,2025-07-27,Receita,Tecnologia,Molestiae praesentium magni aliquam.,7227.07,PED-75099
3648,2025-10-23,receita,Marketing,Hic corrupti porro vitae excepturi.,1234.26,PED-75625
3649,2024-06-29,Despesa,Receita,Minima provident quia blanditiis.,9280.32,
3650,2024-06-12,Receita,marketing,Ipsum in consequuntur.,8406.98,
3651,2025-01-29,receita,RH,Voluptatibus maxime quasi vero.,-5759.71,
3652,2025-10-25,Receita,Receita,Itaque voluptatum laudantium labore itaque.,-454.18,PED-71901
3653,2024-05-17,receita,Receita,Architecto et architecto temporibus.,-2327.02,
3654,2025-08-02,Despesa,RH,Corrupti ut.,10333.44,
3655,2025-12-24,receita,Logística,Perferendis vero atque.,4194.85,
3656,2024-10-23,Receita,Marketing,Accusamus totam optio.,-1775.44,
3657,2024-11-02,Despesa,Receita,Molestiae velit illum dicta.,7437.35,
3658,2025-07-14,Despesa,Logística,Provident error modi.,-3483.12,PED-62035
3659,2024-08-28,receita,Marketing,Ducimus cum.,3731.14,
3660,2025-10-22,Receita,Receita,Animi itaque beatae a.,-4846.44,
3661,2025-01-07,Receita,marketing,Nobis sequi.,1025.84,PED-53934
3662,2024-02-09,receita,Marketing,Aliquid placeat repellendus.,-6155.51,PED-14781
3663,2024-11-03,Receita,Tecnologia,Culpa repellat.,2722.1,PED-15616
3664,2025-07-21,Despesa,Marketing,Consequatur amet similique.,7560.37,
3665,2026-01-10,receita,RH,Quis ipsum dolore molestiae.,573.39,
3666,2025-05-19,Receita,Receita,Deleniti provident excepturi.,-5424.27,
