id_compra,id_fornecedor,id_produto,data_compra,quantidade,preco_unitario,valor_total
1156,58,91,2024-08-13,459,722.73,331730.81
1157,16,510,2024-03-12,515,406.78,209494.15
1158,53,37,2024-10-01,23,99.56,2289.83
1159,106,94,2025-04-25,575,497.8,286232.77
1160,72,212,2024-08-28,316,801.98,253425.34
1161,47,56,2026-01-29,472,855.72,403898.32
1162,43,574,2024-07-26,233,761.13,177343.56
1163,47,734,2024-05-07,489,647.26,316509.65
1164,98,675,2024-11-22,468,109.71,51343.74
1165,46,649,2024-11-05,232,9.96,2310.65
1166,48,719,2025-01-19,303,496.54,150451.62
1167,22,505,2024-08-22,113,48.83,5518.25
1168,96,739,2025-10-05,148,741.08,109679.85
1169,79,201,2024-10-06,424,103.41,43845.7
1170,110,403,2024-07-18,197,115.71,22793.94
1171,101,196,2025-06-15,225,415.69,93529.13
1172,54,48,2025-09-22,351,104.13,36548.59
1173,58,469,2024-10-05,131,696.75,91274.71
1174,64,5,2025-08-23,521,128.1,66737.66
1175,71,444,2024-09-16,548,664.7,364257.15
1176,100,182,2024-07-08,499,832.54,415436.87
1177,105,132,2024-09-25,597,162.9,97248.94
1178,77,621,2024-12-04,111,353.57,39245.8
1179,50,429,2024-09-13,334,457.67,152860.52
1180,44,302,2024-02-07,259,252.05,65280.31
1181,18,423,2025-06-05,468,725.88,339711.27
1182,90,561,2024-11-24,529,274.63,145279.54
1183,120,567,2025-09-01,326,642.99,209615.37
1184,80,732,2025-10-19,227,187.19,42492.82
1185,118,689,2025-11-16,302,620.46,187378.1
1186,84,183,2025-08-01,140,883.35,123669.18
1187,82,331,2025-07-08,520,491.9,255789.25
1188,72,492,2024-09-11,123,686.61,84453.19
1189,91,428,2024-05-02,589,848.86,499981.42
1190,109,433,2025-10-14,551,263.05,144939.31
1191,4,391,2025-05-31,18,474.28,8536.95
1192,8,205,2025-04-08,153,55.33,8466.1
1193,21,294,2025-01-01,278,677.17,188251.88
1194,8,708,2025-12-08,261,138.61,36178.29
1195,70,34,2024-03-18,307,189.97,58320.42
1196,14,631,2025-04-25,372,734.11,273089.44
1197,96,663,2024-06-18,580,779.44,452074.39
1198,66,713,2025-10-31,579,354.89,205479.52
1199,7,391,2024-11-19,299,626.1,187203.59
1200,101,702,2025-08-24,401,379.58,152210.41
1201,7,14,2024-08-14,325,869.52,282595.05
1202,112,800,2025-03-12,262,189.15,49558.3
1203,117,649,2024-02-04,458,748.35,342742.13
1204,70,757,2025-02-21,381,681.56,259672.86
1205,25,302,2024-03-24,206,700.32,144266.52
1206,88,77,2024-06-27,464,166.26,77146.45
1207,95,527,2025-10-26,196,866.53,169839.47
1208,55,286,2025-05-18,127,344.46,43746.52
1209,21,599,2025-08-27,574,243.7,139884.79
1210,60,727,2024-12-15,266,13.04,3467.43
1211,119,331,2024-05-26,163,43.63,7111.2
1212,81,631,2024-05-31,57,698.11,39792.02
1213,74,564,2024-08-23,313,445.57,139463.86
1214,91,326,2025-04-09,371,73.01,27086.59
1215,24,534,2025-05-27,543,204.21,110883.92
1216,21,426,2025-04-29,74,709.34,52491.33
1217,12,358,2025-02-10,561,487.04,273227.24
1218,85,340,2024-11-16,231,795.99,183873.66
1219,28,771,2025-03-07,344,329.83,113462.09
1220,72,771,2025-01-26,548,431.57,236501.79
1221,45,457,2025-02-03,14,110.33,1544.65
1222,79,637,2026-01-28,251,814.81,204517.52
1223,88,329,2024-02-27,254,863.34,219287.33
1224,15,396,2024-03-21,395,825.01,325879.63
1225,37,26,2025-07-11,267,489.89,130801.08
1226,48,527,2025-09-18,534,741.32,395865.57
1227,6,304,2025-11-04,525,405.44,212854.3
1228,11,99,2024-05-08,202,293.72,59331.23
1229,99,551,2024-11-03,176,874.69,153945.94
1230,9,216,2025-09-20,551,14.54,8010.92
1231,55,107,2025-06-06,223,779.54,173836.56
1232,90,760,2024-06-29,215,487.68,104850.5
1233,10,765,2025-06-09,450,584.73,263129.65
1234,92,340,2024-05-26,162,29.19,4728.4
1235,7,183,2025-07-29,43,86.07,3700.95
1236,74,234,2025-10-17,262,505.81,132522.51
1237,58,646,2024-02-18,269,371.61,99962.67
1238,3,399,2024-08-30,419,394.26,165194.24
1239,83,738,2024-08-27,126,485.07,61119.1
1240,75,47,2025-08-13,69,682.32,47079.86
1241,65,109,2025-07-08,79,327.07,25838.41
1242,39,622,2024-11-12,301,709.91,213682.18
1243,119,449,2025-02-10,93,259.11,24097.56
1244,85,32,2024-05-24,395,360.44,142374.21
1245,29,140,2024-06-24,490,147.44,72245.86
1246,109,559,2024-08-30,405,718.72,291081.29
1247,19,306,2026-01-24,307,864.44,265383.01
1248,2,567,2025-07-27,387,861.99,333591.43
1249,6,6,2024-03-25,573,134.11,76842.45
1250,69,561,2024-07-22,591,540.22,319267.75
1251,96,760,2025-05-20,92,279.78,25740.17
1252,116,662,2025-07-16,357,196.87,70282.36
1253,24,227,2025-08-20,529,135.07,71452.01
1254,24,688,2025-08-06,263,181.34,47692.15
1255,109,770,2025-12-20,585,768.21,449401.68
1256,71,75,2025-05-23,567,419.45,237827.33
1257,33,101,2024-06-14,302,607.14,183357.26
1258,63,339,2024-02-27,207,655.23,135631.7
1259,84,241,2026-01-02,370,122.37,45276.13
1260,9,199,2026-01-16,107,262.34,28070.63
1261,43,632,2024-10-13,330,441.39,145658.11
1262,20,580,2025-11-07,318,626.56,199247.56
1263,41,439,2025-01-29,585,333.13,194879.96
1264,32,227,2025-07-31,177,12.31,2178.88
1265,47,138,2024-02-08,451,254.8,114914.08
1266,60,457,2024-12-05,344,791.07,272129.51
1267,63,565,2025-10-21,372,699.09,260062.27
1268,78,84,2026-01-25,116,164.79,19115.29
1269,18,552,2025-08-11,292,773.97,225999.99
1270,114,642,2024-08-13,206,242.81,50017.89
1271,115,20,2025-01-04,83,656.86,54519.66
1272,105,596,2024-10-05,524,571.41,299419.28
1273,76,218,2025-01-03,597,369.38,220519.83
1274,70,553,2024-05-09,42,500.02,21000.92
1275,20,375,2026-01-09,488,591.29,288547.6
1276,99,604,2024-08-26,406,207.19,84118.95
1277,65,523,2025-10-18,302,127.42,38481.47
1278,65,11,2024-12-03,97,361.93,35107.44
1279,104,629,2024-03-18,249,764.4,190335.55
1280,18,457,2024-10-22,174,683.43,118916.44
1281,73,676,2025-08-12,168,167.8,28189.98
1282,62,368,2025-08-02,154,664.44,102323.83
1283,63,238,2024-07-31,46,203.19,9346.59
1284,30,44,2025-08-04,69,243.81,16822.65
1285,102,370,2025-01-11,216,469.95,101509.98
1286,59,48,2025-01-31,402,426.95,171633.66
1287,42,106,2025-11-12,45,882.69,39720.87
1288,36,760,2024-02-15,538,573.14,308350.26
1289,73,179,2025-05-04,274,524.14,143614.15
1290,47,602,2025-07-07,390,591.08,230520.57
1291,49,229,2025-12-30,84,468.86,39384.52
1292,105,354,2025-04-27,533,370.01,197215.99
1293,114,619,2024-06-16,503,715.05,359670.38
1294,18,451,2025-03-22,11,455.64,5012.02
1295,66,659,2024-11-19,174,213.15,37088.41
1296,24,162,2024-05-22,292,196.67,57428.59
1297,105,122,2024-03-18,375,545.0,204375.78
1298,43,738,2025-05-17,240,377.84,90680.5
1299,62,491,2025-07-05,121,437.51,52939.06
1300,83,421,2024-11-01,220,534.99,117696.81
1301,17,588,2024-10-19,27,225.35,6084.56
1302,66,41,2026-01-24,169,128.17,21661.38
1303,22,265,2024-06-17,591,139.0,82151.17
1304,52,614,2024-02-23,189,468.84,88611.42
1305,113,737,2026-01-05,582,576.76,335674.0
1306,28,460,2025-04-23,295,852.95,251620.38
1307,22,225,2025-07-05,487,781.63,380655.63
1308,102,597,2024-12-28,425,543.95,231177.96
1309,66,271,2025-04-11,191,563.9,107705.83
1310,44,465,2025-08-14,176,653.97,115099.53
1311,50,136,2024-03-08,75,212.99,15974.54
1312,67,517,2025-03-07,116,22.77,2641.77
1313,78,99,2024-03-01,434,745.25,323438.78
1314,79,615,2024-11-26,186,432.48,80440.41
1315,69,516,2026-01-05,44,790.96,34802.04
1316,85,134,2024-07-11,125,91.13,11390.68
1317,115,794,2024-03-16,557,746.15,415605.23
1318,48,45,2025-10-06,446,473.66,211253.9
1319,103,494,2024-03-07,547,390.63,213674.06
1320,103,760,2025-03-20,395,320.66,126661.45
1321,18,261,2024-05-13,594,95.16,56527.11
1322,117,86,2025-07-23,493,691.15,340735.04
1323,70,419,2025-04-21,295,541.68,159794.65
1324,91,762,2024-08-01,268,176.61,47330.61
1325,16,533,2025-11-01,12,523.56,6282.77
1326,27,705,2024-02-13,12,342.53,4110.32
1327,14,159,2024-02-08,328,372.69,122242.26
1328,33,268,2024-07-11,441,589.21,259839.73
1329,47,627,2024-11-24,553,385.82,213356.75
1330,51,774,2024-10-19,287,892.68,256200.43
1331,101,571,2026-01-06,213,376.6,80215.7
1332,72,569,2025-07-10,499,167.42,83541.52
1333,40,592,2025-09-07,500,234.37,117184.83
1334,51,754,2025-03-25,357,698.58,249393.59
1335,85,122,2025-07-26,146,770.66,112516.22
1336,90,166,2024-02-09,240,406.36,97527.03
1337,52,347,2024-09-01,107,199.3,21324.74
1338,88,724,2024-02-14,568,555.71,315643.64
1339,82,6,2024-07-01,58,151.38,8779.94
1340,61,615,2025-10-17,98,742.34,72749.7
1341,34,228,2024-09-06,450,86.62,38979.67
1342,5,742,2025-11-15,384,79.4,30487.85
1343,52,629,2025-02-27,398,838.17,333592.06
1344,77,59,2024-04-06,538,263.53,141779.44
1345,57,11,2024-12-09,184,579.14,106561.73
1346,120,531,2026-01-15,211,766.71,161775.04
1347,101,614,2025-05-21,297,181.71,53969.02
1348,30,630,2025-01-04,527,468.11,246691.74
1349,47,245,2026-01-10,178,609.23,108442.9
1350,12,283,2026-01-17,5,878.28,4391.38
1351,51,416,2025-07-04,414,322.99,133717.81
1352,95,721,2025-12-20,210,469.83,98663.56
1353,71,292,2025-10-28,75,827.91,62092.97
1354,45,356,2025-05-25,577,824.19,475556.48
1355,25,466,2025-08-18,288,209.86,60438.41
1356,34,180,2025-08-19,418,520.82,217701.42
1357,72,75,2025-08-14,421,459.56,193476.6
1358,15,526,2025-06-04,520,270.47,140645.77
1359,105,589,2024-09-15,268,789.49,211584.08
1360,49,577,2024-10-14,261,627.22,163704.2
1361,97,348,2025-10-29,500,694.81,347405.37
1362,115,601,2025-12-18,474,615.98,291975.68
1363,34,70,2025-11-29,33,437.92,14451.27
1364,29,694,2025-03-15,396,573.23,226997.62
1365,53,362,2025-11-14,240,721.74,173218.55
1366,90,270,2024-10-21,533,485.8,258932.2
1367,52,690,2025-07-14,259,264.26,68443.94
1368,120,183,2025-05-27,355,75.82,26915.29
1369,28,588,2025-03-27,492,287.97,141683.46
1370,96,700,2025-06-23,280,171.04,47892.24
1371,26,241,2024-05-21,199,453.11,90168.37
1372,27,235,2024-02-16,252,786.49,198194.55
1373,108,634,2024-08-03,212,752.77,159586.58
1374,14,123,2025-08-19,369,147.15,54297.63
1375,85,505,2025-12-14,85,610.82,51920.08
1376,70,44,2024-06-01,11,689.71,7586.76
1377,41,505,2025-07-19,498,339.11,168875.44
1378,63,188,2024-06-18,593,782.94,464284.49
1379,29,769,2025-01-25,528,258.0,136222.85
1380,68,434,2024-04-22,595,122.4,72825.26
1381,5,515,2024-10-16,494,846.17,418008.84
1382,88,795,2025-05-03,360,359.2,129310.38
1383,16,716,2025-06-20,183,415.82,76094.85
1384,89,9,2025-03-09,535,418.38,223834.89
1385,49,595,2024-06-20,17,609.3,10358.1
1386,79,266,2026-01-31,108,298.29,32215.22
1387,31,276,2026-01-07,196,497.32,97474.44
1388,44,375,2025-07-27,487,863.01,420283.88
1389,27,430,2024-11-27,193,452.9,87410.25
1390,52,287,2024-12-17,386,333.65,128788.73
1391,17,590,2024-09-14,466,168.46,78502.92
1392,93,277,2024-06-17,239,734.26,175487.68
1393,110,391,2025-10-31,246,503.36,123827.38
1394,95,154,2024-04-22,205,138.09,28308.99
1395,23,432,2024-10-11,489,726.66,355334.87
1396,115,646,2024-07-28,516,127.95,66021.55
1397,41,499,2025-12-15,534,484.31,258622.86
1398,110,582,2024-07-16,312,231.87,72343.08
1399,89,168,2025-09-01,53,363.37,19258.85
1400,33,488,2025-06-22,66,200.2,13212.99
1401,43,267,2025-12-30,103,409.27,42154.86
1402,72,264,2025-07-13,374,329.39,123193.16
1403,16,360,2025-10-27,357,25.69,9172.44
1404,84,665,2025-08-13,208,522.55,108691.14
1405,100,292,2025-01-02,556,163.69,91010.88
1406,66,500,2025-01-30,368,297.98,109656.84
1407,49,629,2025-07-26,462,801.55,370317.09
1408,19,172,2025-09-15,298,421.67,125656.72
1409,79,586,2025-03-12,350,384.26,134491.11
1410,10,82,2025-04-18,419,765.22,320626.97
1411,41,325,2024-11-29,170,314.51,53467.37
1412,78,661,2025-03-09,303,641.71,194437.12
1413,57,800,2025-09-02,409,249.95,102230.9
1414,67,462,2025-03-26,376,675.12,253846.17
1415,110,24,2024-11-08,428,157.25,67302.04
1416,85,258,2025-05-21,133,657.17,87404.01
1417,51,106,2025-12-16,86,195.83,16841.36
1418,113,485,2024-10-22,102,64.9,6620.09
1419,99,407,2024-11-27,566,56.01,31702.96
1420,11,107,2025-05-26,541,690.38,373493.83
1421,11,671,2025-12-15,273,559.35,152701.77
1422,32,756,2025-04-18,404,283.96,114719.28
1423,17,135,2026-01-31,295,403.3,118973.23
1424,4,36,2025-08-16,544,755.96,411241.08
1425,42,488,2026-01-14,370,775.45,286916.12
1426,70,279,2024-04-26,483,877.68,423921.15
1427,90,553,2025-10-02,566,404.8,229117.75
1428,59,647,2025-05-10,186,535.02,99513.94
1429,82,655,2025-09-26,582,396.0,230471.89
1430,45,494,2025-08-29,551,284.22,156604.07
1431,12,453,2025-09-12,557,210.6,117303.4
1432,34,160,2025-11-04,320,334.28,106969.19
1433,67,777,2025-06-12,315,17.42,5485.97
1434,61,548,2024-04-18,144,314.75,45323.33
1435,63,774,2026-01-27,13,621.49,8079.38
1436,99,441,2025-05-15,493,275.25,135699.52
1437,102,8,2025-08-15,304,540.53,164320.31
1438,53,575,2025-04-09,566,341.29,193170.33
1439,21,733,2026-01-25,452,360.12,162773.72
1440,29,270,2024-08-01,404,746.96,301770.53
1441,31,530,2024-05-28,86,384.64,33078.83
1442,96,545,2025-01-09,283,261.93,74126.69
1443,110,71,2025-07-07,280,376.31,105366.87
1444,15,653,2024-07-06,191,129.87,24804.91
1445,35,718,2025-02-07,471,559.01,263295.89
1446,3,156,2025-10-29,508,175.51,89158.16
1447,3,191,2025-09-04,55,872.99,48014.28
1448,17,733,2024-05-14,109,259.65,28301.43
1449,30,93,2025-01-23,453,656.58,297430.52
1450,28,351,2025-06-08,159,21.13,3360.4
1451,103,511,2025-01-14,435,285.93,124377.99
1452,102,33,2025-01-17,385,421.61,162318.52
1453,97,150,2024-06-16,343,79.56,27288.74
1454,51,74,2024-07-26,62,245.72,15234.71
1455,25,257,2026-02-03,561,427.37,239755.09
1456,16,787,2025-02-10,395,746.8,294986.33
1457,57,254,2025-06-02,259,351.24,90971.09
1458,95,790,2024-11-11,39,185.67,7241.07
1459,27,485,2025-11-03,101,472.86,47758.47
1460,40,331,2024-02-07,403,615.85,248186.16
1461,6,763,2026-01-16,167,569.21,95058.82
1462,33,493,2025-01-21,567,472.67,268001.75
1463,114,54,2024-09-15,310,185.26,57431.06
1464,31,649,2024-04-02,228,876.16,199764.59
1465,22,283,2024-02-21,449,297.47,133562.25
1466,32,10,2025-03-24,127,361.06,45854.75
1467,89,487,2024-02-14,48,526.32,25263.39
1468,12,255,2024-02-06,163,339.29,55303.88
1469,88,634,2025-10-12,166,453.93,75352.04
1470,98,641,2024-04-04,351,838.32,294249.31
1471,83,158,2025-09-22,66,61.32,4047.08
1472,17,500,2024-11-08,554,713.99,395549.29
1473,72,661,2025-09-05,243,290.53,70599.2
1474,57,751,2025-11-01,360,726.53,261550.31
1475,49,367,2024-11-03,202,27.05,5463.44
1476,6,497,2024-08-23,142,231.62,32890.19
1477,70,714,2025-01-23,453,506.65,229512.5
1478,24,557,2024-06-15,506,177.28,89703.7
1479,60,282,2024-07-20,361,296.72,107117.13
1480,68,159,2025-03-13,572,151.03,86387.06
1481,34,555,2024-10-15,465,271.74,126359.11
1482,100,654,2024-03-24,380,413.04,156954.61
1483,24,20,2025-07-30,523,346.11,181013.89
1484,31,329,2024-03-24,377,700.21,263977.96
1485,69,397,2025-11-30,69,595.19,41068.4
1486,64,785,2024-04-09,199,475.47,94618.58
1487,37,331,2026-01-01,569,145.49,82781.14
1488,15,99,2025-03-14,424,579.69,245786.99
1489,6,133,2025-08-18,540,595.73,321694.63
1490,26,110,2024-03-18,187,787.16,147198.09
1491,5,585,2025-05-16,502,178.92,89818.87
1492,68,639,2025-01-11,402,594.87,239136.04
1493,29,621,2025-01-21,267,51.78,13826.43
1494,118,214,2025-07-03,77,19.67,1514.81
1495,107,82,2024-04-12,508,836.14,424757.15
1496,8,370,2025-06-30,484,722.51,349694.74
1497,114,426,2025-05-14,576,671.18,386600.76
1498,8,632,2025-06-30,382,716.47,273691.78
1499,94,73,2025-01-07,277,479.89,132928.58
1500,28,532,2024-07-11,316,77.52,24495.8
1501,30,545,2024-03-07,104,98.29,10222.45
1502,68,673,2024-06-27,399,177.0,70622.48
1503,23,572,2024-12-20,259,516.46,133764.35
1504,14,785,2024-07-12,576,378.34,217926.53
1505,59,720,2024-03-29,595,327.3,194745.48
1506,22,185,2025-10-03,442,795.48,351601.73
1507,44,674,2024-10-19,568,366.19,207995.35
1508,77,454,2025-10-12,166,484.24,80383.71
1509,71,333,2026-01-18,365,813.02,296751.06
1510,82,441,2025-05-31,385,375.81,144686.93
1511,73,559,2025-10-13,336,550.7,185036.79
1512,71,763,2025-07-22,224,342.56,76732.6
1513,58,459,2025-05-29,265,329.13,87218.82
1514,5,292,2024-04-21,411,8.17,3359.72
1515,114,310,2025-04-16,21,469.71,9863.86
1516,29,220,2024-06-02,11,275.9,3034.88
1517,106,707,2024-03-15,327,27.36,8945.94
1518,66,570,2025-07-06,287,827.85,237592.37
1519,20,97,2025-03-14,589,833.92,491180.54
1520,20,142,2025-01-27,43,418.65,18001.94
1521,75,256,2026-01-04,276,335.44,92580.87
1522,39,95,2025-01-23,243,236.57,57486.39
1523,118,223,2024-10-31,589,364.62,214761.2
1524,102,495,2025-07-08,84,653.43,54888.44
1525,116,707,2025-09-15,182,443.54,80724.74
1526,13,610,2024-07-08,595,739.01,439709.53
1527,104,591,2024-06-06,312,41.34,12896.66
1528,8,790,2024-07-28,395,78.0,30810.73
1529,105,445,2025-01-17,347,318.35,110468.75
1530,16,789,2024-02-25,431,837.78,361082.97
1531,109,617,2024-12-10,237,674.93,159958.26
1532,81,392,2025-10-18,16,573.43,9174.84
1533,6,327,2024-12-23,60,279.87,16792.01
1534,42,515,2025-10-18,557,511.9,285129.58
1535,87,750,2024-02-22,231,144.65,33414.65
1536,97,610,2025-09-27,407,874.17,355786.33
1537,29,443,2024-11-15,594,458.22,272181.83
1538,19,136,2025-11-05,301,709.44,213541.6
1539,74,764,2024-03-09,349,81.63,28488.95
1540,34,88,2024-10-28,55,496.95,27332.36
1541,100,715,2026-01-12,413,455.63,188173.63
1542,62,573,2025-01-09,138,687.73,94907.2
1543,84,586,2025-01-16,207,443.17,91736.62
1544,95,537,2025-06-03,205,508.56,104255.11
1545,35,796,2025-12-23,257,224.15,57605.28
1546,119,590,2025-07-31,445,296.48,131935.02
1547,53,434,2025-10-19,96,108.38,10404.16
1548,42,353,2025-04-20,379,318.69,120783.74
1549,22,359,2025-05-01,29,694.56,20142.12
1550,57,46,2024-10-15,457,563.88,257692.47
1551,48,160,2024-11-06,244,186.12,45413.09
1552,7,249,2025-02-05,92,108.24,9957.67
1553,105,295,2024-08-26,156,782.93,122136.63
1554,103,114,2024-10-24,19,314.2,5969.76
1555,3,340,2025-03-10,317,409.45,129797.21
1556,28,209,2025-10-19,219,668.09,146312.06
1557,34,562,2025-12-01,564,474.75,267760.79
1558,19,712,2024-11-11,499,563.75,281312.98
1559,116,680,2025-11-16,23,343.93,7910.46
1560,22,62,2024-06-30,544,46.79,25451.56
1561,90,633,2025-04-01,295,187.02,55171.16
1562,84,9,2025-09-03,282,55.35,15609.28
1563,35,679,2025-02-01,73,354.67,25891.02
1564,3,300,2024-12-07,373,778.94,290544.54
1565,49,521,2025-12-17,400,214.2,85680.96
1566,63,612,2025-08-08,106,814.25,86310.91
1567,26,513,2025-08-27,549,86.51,47496.43
1568,92,23,2025-08-19,473,508.13,240347.04
1569,68,313,2024-07-23,45,228.67,10290.32
1570,96,161,2024-07-06,346,445.02,153976.95
1571,46,364,2024-08-26,23,317.33,7298.54
1572,65,283,2025-01-23,314,218.69,68670.12
1573,113,397,2025-06-15,68,566.21,38502.06
1574,36,231,2024-05-26,35,850.17,29755.95
1575,51,673,2024-03-12,160,312.87,50059.72
1576,49,534,2025-10-14,145,86.31,12515.41
1577,74,157,2025-02-13,237,380.26,90121.94
1578,117,620,2024-05-18,441,873.72,385310.15
1579,17,212,2024-05-19,342,408.66,139761.35
1580,88,208,2024-09-20,146,526.28,76836.79
1581,91,537,2025-07-09,146,283.63,41409.48
1582,117,789,2025-02-08,143,391.62,56001.28
1583,73,162,2024-07-28,153,593.36,90783.88
1584,69,737,2024-11-16,330,68.49,22601.74
1585,108,150,2024-09-18,126,172.25,21703.33
1586,113,424,2025-02-22,35,690.77,24176.88
1587,96,653,2025-06-07,426,278.59,118677.85
1588,25,110,2024-10-25,285,143.55,40910.52
1589,98,627,2025-06-02,139,172.79,24018.35
1590,79,237,2025-04-15,278,548.2,152399.38
1591,4,368,2024-10-23,242,213.97,51781.67
1592,62,138,2024-08-10,86,621.82,53476.69
1593,61,730,2024-08-18,519,762.76,395870.0
1594,50,504,2025-04-13,387,172.11,66605.42
1595,25,232,2024-06-27,490,130.66,64024.06
1596,2,277,2026-01-22,38,372.46,14153.54
1597,86,208,2024-04-01,427,206.52,88183.34
1598,119,450,2024-09-17,214,66.99,14336.63
1599,111,469,2025-09-30,506,621.57,314516.21
1600,100,43,2025-10-29,257,389.38,100070.58
1601,51,627,2024-08-19,394,650.42,256265.17
1602,68,657,2024-03-08,590,537.67,317228.12
1603,58,468,2024-08-25,44,472.42,20786.44
1604,32,532,2024-08-18,48,790.98,37967.03
1605,95,41,2024-04-20,555,360.89,200291.28
1606,98,646,2025-02-26,576,353.56,203649.92
1607,57,408,2024-07-13,55,177.35,9754.06
1608,37,473,2025-03-13,316,698.12,220605.89
1609,79,56,2025-11-19,175,384.84,67346.35
1610,60,662,2024-05-03,534,814.08,434718.01
1611,65,116,2025-03-24,467,88.67,41410.38
1612,115,713,2025-05-12,189,702.63,132796.73
1613,53,332,2024-11-27,564,128.69,72583.16
1614,59,605,2024-10-05,466,30.22,14083.27
1615,12,257,2025-12-15,211,795.23,167794.21
1616,117,729,2024-11-18,336,625.01,210004.01
1617,16,94,2025-12-18,172,648.79,111591.92
1618,82,372,2024-07-13,121,637.95,77192.46
1619,50,745,2024-12-03,92,475.25,43722.54
1620,21,388,2024-07-04,528,553.97,292495.47
1621,99,175,2025-12-07,568,347.5,197380.82
1622,85,154,2025-03-17,348,512.42,178321.63
1623,23,788,2024-04-07,171,782.99,133890.63
1624,40,748,2024-06-04,57,382.27,21789.21
1625,24,121,2025-07-07,461,265.59,122438.02
1626,1,638,2024-12-21,139,864.71,120194.28
1627,64,511,2025-04-28,264,18.89,4986.78
1628,78,506,2025-06-28,561,728.25,408547.95
1629,85,488,2024-12-17,248,201.45,49959.96
1630,11,616,2025-12-24,469,373.86,175338.0
1631,71,285,2024-04-22,11,226.28,2489.13
1632,27,51,2025-10-07,575,739.55,425240.26
1633,84,358,2024-10-19,194,140.24,27207.43
1634,5,684,2024-04-24,42,137.67,5782.31
1635,39,340,2024-06-14,596,755.51,450283.29
1636,54,183,2024-06-29,94,51.74,4863.18
1637,79,677,2025-02-05,170,607.5,103275.8
1638,23,467,2025-07-08,591,710.28,419774.51
1639,5,96,2025-08-08,597,329.29,196585.1
1640,115,389,2025-03-22,311,295.96,92042.66
1641,108,564,2024-10-10,74,684.53,50655.24
1642,18,125,2024-05-22,71,269.21,19113.68
1643,53,538,2024-03-13,286,301.65,86273.05
1644,79,60,2024-11-18,219,628.68,137680.9
1645,81,542,2024-04-01,116,517.66,60048.49
1646,89,620,2024-04-28,94,439.43,41306.17
1647,109,325,2024-06-16,299,388.93,116290.61
1648,80,363,2024-04-29,270,476.65,128695.22
1649,64,533,2024-02-08,137,555.95,76164.69
1650,24,625,2024-12-09,514,447.31,229919.38
1651,25,2,2025-03-07,243,640.06,155534.5
1652,81,121,2024-08-10,126,29.4,3703.92
1653,54,424,2024-03-29,217,721.21,156502.87
1654,72,653,2024-11-02,51,305.74,15592.88
1655,26,707,2025-03-27,222,18.08,4013.13
1656,9,316,2024-02-06,293,234.94,68837.55
1657,42,786,2025-06-09,312,459.97,143509.75
1658,43,350,2024-12-10,11,109.54,1204.97
1659,79,30,2025-02-14,410,654.16,268206.34
1660,107,347,2025-12-18,184,181.06,33315.39
1661,103,37,2025-06-04,495,825.22,408482.63
1662,81,472,2024-10-26,144,437.49,62999.14
1663,60,424,2024-03-21,554,807.17,447171.25
1664,39,579,2024-02-13,62,752.91,46680.69
1665,3,214,2024-08-26,328,503.22,165055.53
1666,103,363,2024-11-30,596,619.46,369198.17
1667,36,32,2024-02-17,72,872.9,62848.44
1668,81,548,2025-10-12,352,885.39,311656.56
1669,50,192,2024-08-16,174,517.32,90012.92
1670,97,316,2024-03-30,124,779.22,96622.98
1671,35,424,2024-09-16,327,641.18,209664.97
1672,31,381,2025-08-08,93,451.37,41977.65
1673,39,222,2024-04-07,467,747.88,349258.12
1674,15,384,2025-11-02,542,277.67,150496.01
1675,117,95,2025-08-15,43,701.79,30176.93
1676,103,495,2024-08-21,459,459.35,210840.4
1677,44,496,2024-02-23,517,145.44,75191.12
1678,42,147,2024-10-04,541,284.84,154098.42
1679,67,693,2024-04-27,105,741.35,77841.49
1680,5,471,2025-11-14,140,191.03,26743.77
1681,67,119,2025-08-23,401,644.6,258484.69
1682,6,704,2025-10-11,9,285.4,2568.56
1683,114,48,2024-06-06,94,305.29,28697.68
1684,85,764,2025-03-25,110,472.36,51959.09
1685,98,320,2024-03-04,324,28.05,9088.98
1686,25,294,2024-10-27,219,294.23,64435.34
1687,99,452,2024-05-09,288,482.79,139043.53
1688,21,281,2025-06-24,125,251.21,31400.94
1689,80,574,2024-08-07,122,21.61,2636.3
1690,70,359,2025-12-26,531,99.32,52738.26
1691,19,722,2025-12-17,567,292.09,165614.2
1692,22,73,2024-12-19,295,520.08,153424.19
1693,44,554,2024-09-30,323,555.03,179274.85
1694,4,483,2024-03-17,459,53.25,24440.72
1695,7,89,2025-02-13,56,102.49,5739.26
1696,91,611,2025-11-29,441,357.59,157697.08
1697,40,341,2024-02-19,461,557.75,257124.26
1698,86,547,2025-03-23,207,643.91,133288.46
1699,97,783,2024-05-25,85,876.52,74504.56
1700,12,716,2025-10-21,481,514.47,247459.14
1701,40,701,2025-04-22,484,94.76,45863.16
1702,29,148,2025-07-28,481,427.73,205736.65
1703,51,188,2025-12-28,269,822.27,221191.32
1704,113,333,2024-04-02,343,711.59,244075.58
1705,9,487,2025-11-03,469,442.86,207699.47
1706,60,175,2025-06-07,120,321.49,38578.23
1707,78,589,2025-09-25,294,693.0,203743.13
1708,52,732,2025-04-29,135,461.09,62247.3
1709,84,73,2024-07-03,114,298.68,34049.04
1710,52,605,2024-04-14,314,483.21,151727.64
1711,32,562,2026-01-09,428,220.81,94506.32
1712,50,68,2024-03-10,167,876.71,146410.81
1713,89,606,2024-02-05,353,193.75,68393.19
