id_entrega,id_pedido,data_envio,data_prevista,data_entregue,transportadora,custo_frete_real,tentativas
2561,PED-24129,2025-09-06,2025-09-08,2025-09-12,Total Express,27.05,1
2562,PED-63230,2026-02-01,2026-02-07,2026-02-06,Jadlog,116.93,1
2563,PED-12125,2025-11-23,2025-11-28,2025-11-24,Correios,47.04,2
2564,PED-19350,2025-11-16,2025-11-20,2025-11-26,Correios,41.45,1
2565,PED-96715,2025-12-09,2025-12-17,2025-12-18,Total Express,9.4,3
2566,PED-59140,2024-09-04,2024-09-11,2024-09-13,correios,48.1,4
2567,PED-87769,2025-10-11,2025-10-23,2025-10-28,Correios,97.64,1
2568,PED-56071,2025-11-17,2025-11-26,2025-11-27,Correios,41.76,4
2569,PED-22845,2025-07-18,2025-07-26,2025-07-30,Total Express,98.89,3
2570,PED-13581,2025-12-29,2026-01-10,2026-01-13,Total Express,13.1,4
2571,PED-43050,2024-02-20,2024-02-23,2024-02-26,Correios,18.95,1
2572,PED-54221,2024-06-15,2024-06-24,2024-06-26,correios,87.68,4
2573,PED-50607,2024-12-18,2024-12-20,2024-12-21,Total Express,36.59,4
2574,PED-99630,2024-12-22,2024-12-25,2024-12-21,correios,86.33,1
2575,PED-19057,2025-09-08,2025-09-18,2025-09-21,correios,69.14,4
2576,PED-16385,2024-05-09,2024-05-19,2024-05-25,Jadlog,85.31,4
2577,PED-48455,2024-03-02,2024-03-06,2024-03-09,correios,13.26,3
2578,PED-30289,2026-01-25,2026-02-02,2026-01-30,Correios,34.28,4
2579,PED-60764,2025-12-18,2025-12-23,2025-12-19,correios,109.97,1
2580,PED-39284,2025-11-04,2025-11-10,2025-11-08,Jadlog,122.25,4
2581,PED-25216,2024-07-01,2024-07-06,2024-07-09,Correios,29.71,2
2582,PED-13103,2025-12-29,2026-01-09,2026-01-14,Total Express,73.49,4
2583,PED-58272,2025-10-14,2025-10-16,2025-10-20,Correios,63.26,1
2584,PED-83044,2025-09-25,2025-10-01,2025-10-03,Total Express,16.84,1
2585,PED-56876,2025-11-17,2025-11-23,2025-11-29,Total Express,60.98,2
2586,PED-13160,2025-01-09,2025-01-13,2025-01-10,correios,19.4,2
2587,PED-68471,2025-11-03,2025-11-15,2025-11-14,Jadlog,81.57,4
2588,PED-34315,2025-09-25,2025-09-28,2025-10-04,Total Express,23.29,1
2589,PED-29318,2024-09-01,2024-09-06,2024-09-05,Jadlog,25.58,4
2590,PED-17863,2025-11-11,2025-11-13,2025-11-14,Correios,22.88,3
2591,PED-11160,2024-06-23,2024-07-04,2024-07-08,Jadlog,124.21,2
2592,PED-72965,2025-12-04,2025-12-11,2025-12-10,correios,32.9,4
2593,PED-38065,2024-02-06,2024-02-15,2024-02-18,Correios,30.76,1
2594,PED-26640,2024-05-21,2024-05-25,2024-05-31,correios,121.68,1
2595,PED-19514,2024-03-29,2024-04-07,2024-04-11,correios,40.61,4
2596,PED-39536,2025-06-05,2025-06-17,2025-06-18,Jadlog,61.64,4
2597,PED-61724,2024-08-06,2024-08-08,2024-08-09,Correios,33.42,3
2598,PED-89486,2025-06-19,2025-06-27,2025-06-30,correios,106.82,2
2599,PED-76787,2024-06-09,2024-06-18,2024-06-23,Total Express,93.28,2
2600,PED-78322,2025-04-14,2025-04-19,2025-04-24,Jadlog,73.62,1
2601,PED-14051,2025-11-16,2025-11-24,2025-11-29,Total Express,16.76,1
2602,PED-15236,2024-07-28,2024-08-01,2024-08-07,Jadlog,44.62,3
2603,PED-54758,2024-09-12,2024-09-21,2024-09-27,Jadlog,118.39,3
2604,PED-77035,2024-05-24,2024-05-30,2024-06-02,Total Express,58.96,2
2605,PED-21925,2025-04-04,2025-04-13,2025-04-14,Total Express,136.73,1
2606,PED-45155,2025-04-07,2025-04-13,2025-04-19,Jadlog,123.47,2
2607,PED-41380,2024-10-11,2024-10-18,2024-10-19,correios,54.0,3
2608,PED-77852,2025-03-30,2025-04-04,2025-04-05,Total Express,44.76,4
2609,PED-34687,2025-12-14,2025-12-26,2026-01-01,correios,113.9,3
2610,PED-99912,2024-11-18,2024-11-23,2024-11-29,Jadlog,102.07,3
2611,PED-86251,2025-10-31,2025-11-05,2025-11-08,correios,23.47,3
2612,PED-36965,2025-06-13,2025-06-25,2025-06-24,Jadlog,32.17,4
2613,PED-61331,2025-09-26,2025-10-03,2025-10-02,Total Express,102.65,4
2614,PED-29181,2025-04-21,2025-05-01,2025-05-02,Jadlog,87.99,3
2615,PED-82179,2025-07-13,2025-07-16,2025-07-18,Total Express,8.43,2
2616,PED-69606,2025-07-08,2025-07-14,2025-07-17,Jadlog,75.47,4
2617,PED-16683,2024-12-26,2024-12-31,2024-12-31,Total Express,90.91,4
2618,PED-72438,2025-12-23,2026-01-03,2025-12-31,Total Express,59.07,1
2619,PED-26110,2025-09-06,2025-09-10,2025-09-08,Jadlog,108.34,1
2620,PED-46353,2024-06-05,2024-06-07,2024-06-04,Correios,80.4,3
2621,PED-65478,2024-11-08,2024-11-12,2024-11-09,correios,13.27,1
2622,PED-54250,2024-07-17,2024-07-19,2024-07-16,Jadlog,45.51,2
2623,PED-91043,2025-03-04,2025-03-09,2025-03-08,Jadlog,130.48,3
2624,PED-13008,2025-06-21,2025-06-26,2025-06-24,Jadlog,108.63,2
2625,PED-81003,2024-05-11,2024-05-19,2024-05-18,Correios,133.99,1
2626,PED-45353,2025-02-09,2025-02-20,2025-02-25,Total Express,24.44,2
2627,PED-41722,2024-09-23,2024-10-01,2024-09-30,Total Express,88.47,2
2628,PED-24075,2024-02-21,2024-02-26,2024-02-26,Correios,39.52,3
2629,PED-88606,2024-09-04,2024-09-12,2024-09-17,Total Express,66.89,2
2630,PED-63547,2025-01-01,2025-01-04,2025-01-01,Total Express,66.41,4
2631,PED-13018,2025-01-05,2025-01-16,2025-01-18,Jadlog,35.08,4
2632,PED-54864,2025-05-17,2025-05-25,2025-05-29,Jadlog,10.73,4
2633,PED-36931,2025-01-11,2025-01-20,2025-01-25,Jadlog,27.08,1
2634,PED-59501,2025-03-17,2025-03-28,2025-04-03,correios,112.03,2
2635,PED-56303,2025-08-01,2025-08-06,2025-08-07,Total Express,44.19,3
2636,PED-88700,2026-01-04,2026-01-09,2026-01-11,Total Express,134.81,2
2637,PED-69276,2025-10-12,2025-10-24,2025-10-21,Correios,59.33,3
2638,PED-12686,2024-05-21,2024-05-28,2024-05-30,Total Express,65.59,4
2639,PED-67325,2024-11-25,2024-12-03,2024-11-30,Jadlog,53.97,3
2640,PED-72721,2024-08-10,2024-08-17,2024-08-17,correios,30.25,2
2641,PED-57785,2024-10-15,2024-10-17,2024-10-19,Correios,108.41,1
2642,PED-90668,2024-04-03,2024-04-07,2024-04-04,Correios,41.05,3
2643,PED-48424,2024-05-24,2024-06-02,2024-05-31,correios,121.32,3
2644,PED-63669,2025-01-04,2025-01-08,2025-01-07,Jadlog,30.0,1
2645,PED-91388,2025-09-27,2025-10-02,2025-09-29,Correios,83.58,2
2646,PED-71636,2024-03-27,2024-04-02,2024-04-06,Total Express,126.13,2
2647,PED-88988,2024-03-27,2024-03-29,2024-03-28,Correios,16.89,1
2648,PED-79986,2024-03-28,2024-04-03,2024-04-01,Correios,110.84,3
2649,PED-79947,2026-01-06,2026-01-10,2026-01-08,correios,40.43,1
2650,PED-45695,2025-06-13,2025-06-20,2025-06-18,Correios,74.12,1
2651,PED-31889,2026-01-03,2026-01-11,2026-01-09,Correios,69.92,2
2652,PED-58128,2026-01-11,2026-01-16,2026-01-21,Jadlog,69.04,4
2653,PED-42534,2025-03-21,2025-03-25,2025-03-22,correios,92.5,1
2654,PED-27813,2025-12-26,2025-12-29,2025-12-31,Correios,45.91,4
2655,PED-82130,2024-09-29,2024-10-11,2024-10-13,Total Express,125.32,4
2656,PED-56391,2024-07-14,2024-07-26,2024-07-30,Total Express,107.22,4
2657,PED-75500,2025-03-04,2025-03-08,2025-03-12,correios,114.24,2
2658,PED-58169,2025-06-09,2025-06-12,2025-06-17,Jadlog,23.25,4
2659,PED-49258,2025-01-24,2025-02-01,2025-02-03,Jadlog,11.15,4
2660,PED-38255,2024-10-16,2024-10-21,2024-10-17,Total Express,110.31,2
2661,PED-28329,2024-04-03,2024-04-12,2024-04-17,Jadlog,60.32,2
2662,PED-67544,2025-12-01,2025-12-03,2025-12-02,Jadlog,72.25,4
2663,PED-36829,2024-12-05,2024-12-14,2024-12-15,Total Express,25.21,1
2664,PED-93889,2024-08-16,2024-08-21,2024-08-19,Correios,47.0,1
2665,PED-60666,2024-02-04,2024-02-11,2024-02-14,Total Express,18.31,3
2666,PED-82300,2025-09-07,2025-09-14,2025-09-18,Total Express,13.35,4
2667,PED-53444,2024-08-23,2024-08-26,2024-08-27,correios,48.97,2
2668,PED-29128,2024-03-09,2024-03-11,2024-03-08,Jadlog,15.91,2
2669,PED-58662,2025-12-27,2026-01-08,2026-01-12,Correios,67.18,3
2670,PED-55472,2025-11-07,2025-11-18,2025-11-21,Jadlog,45.61,1
2671,PED-26160,2024-09-27,2024-10-07,2024-10-12,Total Express,108.12,4
2672,PED-97335,2024-10-10,2024-10-20,2024-10-16,Correios,139.82,2
2673,PED-96588,2024-09-03,2024-09-11,2024-09-12,Total Express,104.55,3
2674,PED-35733,2024-07-04,2024-07-08,2024-07-06,Correios,89.43,3
2675,PED-15490,2024-08-28,2024-09-05,2024-09-04,Correios,47.98,2
2676,PED-84618,2025-09-18,2025-09-23,2025-09-25,correios,63.12,2
2677,PED-84473,2025-05-25,2025-06-02,2025-06-06,Jadlog,138.74,2
2678,PED-31416,2024-11-26,2024-11-28,2024-11-25,Correios,43.05,4
2679,PED-71381,2024-11-22,2024-11-25,2024-11-24,correios,130.08,4
2680,PED-97741,2025-12-29,2026-01-01,2025-12-29,Total Express,115.14,3
2681,PED-71463,2024-02-23,2024-03-05,2024-03-06,Jadlog,84.17,3
2682,PED-52799,2024-07-31,2024-08-12,2024-08-18,correios,96.14,3
2683,PED-39648,2024-02-20,2024-03-02,2024-03-01,Correios,65.27,3
2684,PED-49396,2025-03-23,2025-03-30,2025-04-03,Total Express,136.4,4
2685,PED-49366,2024-04-07,2024-04-09,2024-04-14,Jadlog,22.06,2
2686,PED-38698,2025-11-05,2025-11-15,2025-11-14,correios,69.29,2
2687,PED-76301,2024-12-15,2024-12-18,2024-12-22,Jadlog,62.47,4
2688,PED-53412,2024-06-22,2024-06-30,2024-07-05,Jadlog,18.71,2
2689,PED-96885,2024-11-06,2024-11-17,2024-11-20,Correios,110.3,1
2690,PED-66645,2025-02-17,2025-02-25,2025-02-27,correios,62.68,1
2691,PED-25496,2025-04-24,2025-05-01,2025-05-02,Jadlog,39.11,4
2692,PED-38053,2025-12-22,2025-12-30,2026-01-04,Total Express,64.77,2
2693,PED-90028,2024-03-14,2024-03-20,2024-03-19,correios,52.37,3
2694,PED-20863,2024-09-06,2024-09-17,2024-09-19,Correios,18.84,1
2695,PED-66169,2024-05-11,2024-05-15,2024-05-19,Total Express,126.35,2
2696,PED-71762,2024-05-11,2024-05-13,2024-05-09,correios,12.31,3
2697,PED-99871,2025-12-11,2025-12-18,2025-12-24,Jadlog,95.92,1
2698,PED-50601,2024-12-30,2025-01-01,2024-12-30,Jadlog,21.2,1
2699,PED-10027,2025-05-19,2025-05-21,2025-05-26,correios,112.22,4
2700,PED-45039,2025-10-26,2025-11-04,2025-11-01,Jadlog,89.24,1
2701,PED-28168,2025-11-11,2025-11-22,2025-11-22,Correios,69.03,3
2702,PED-77487,2024-08-06,2024-08-10,2024-08-16,Correios,73.53,2
2703,PED-61562,2025-09-15,2025-09-21,2025-09-17,Jadlog,95.78,4
2704,PED-76699,2025-12-02,2025-12-11,2025-12-12,Jadlog,46.76,4
2705,PED-50543,2024-04-15,2024-04-23,2024-04-22,Jadlog,35.79,4
2706,PED-14823,2025-01-29,2025-02-02,2025-01-31,Correios,15.75,1
2707,PED-68840,2025-11-05,2025-11-09,2025-11-06,correios,27.71,1
2708,PED-51936,2025-02-24,2025-03-02,2025-03-03,correios,102.86,4
2709,PED-94451,2024-10-02,2024-10-10,2024-10-07,Jadlog,131.74,2
2710,PED-14434,2024-11-14,2024-11-23,2024-11-29,Jadlog,28.66,2
2711,PED-16411,2024-12-22,2024-12-29,2024-12-26,Correios,119.03,3
2712,PED-75223,2024-11-10,2024-11-18,2024-11-16,Total Express,94.9,4
2713,PED-27419,2024-10-20,2024-10-27,2024-10-30,Jadlog,106.38,4
2714,PED-84261,2026-01-23,2026-02-04,2026-02-05,correios,8.98,2
2715,PED-22218,2024-02-16,2024-02-22,2024-02-24,Total Express,123.57,3
2716,PED-28394,2024-06-14,2024-06-18,2024-06-14,correios,75.69,4
2717,PED-33660,2025-06-05,2025-06-11,2025-06-10,Total Express,13.08,1
2718,PED-54952,2025-05-16,2025-05-28,2025-05-29,Jadlog,52.51,1
2719,PED-36438,2026-01-08,2026-01-17,2026-01-21,correios,27.51,3
2720,PED-79302,2024-11-25,2024-12-05,2024-12-07,correios,65.41,1
2721,PED-81712,2025-09-08,2025-09-17,2025-09-22,Jadlog,79.12,4
2722,PED-53595,2025-10-15,2025-10-17,2025-10-17,Correios,61.77,1
2723,PED-70757,2024-12-29,2025-01-07,2025-01-09,correios,129.85,2
2724,PED-49358,2025-04-14,2025-04-23,2025-04-23,Correios,115.81,3
2725,PED-10561,2026-02-03,2026-02-11,2026-02-11,correios,13.35,4
2726,PED-10294,2025-07-19,2025-07-24,2025-07-26,Total Express,14.3,1
2727,PED-81636,2025-08-21,2025-08-27,2025-08-31,Total Express,10.16,3
2728,PED-16710,2024-07-15,2024-07-26,2024-08-01,Total Express,138.53,2
2729,PED-82398,2025-01-09,2025-01-19,2025-01-25,Jadlog,110.92,2
2730,PED-53068,2025-02-04,2025-02-12,2025-02-16,correios,79.95,2
2731,PED-66295,2026-01-02,2026-01-04,2026-01-10,Correios,51.4,2
2732,PED-23036,2025-09-23,2025-10-02,2025-09-28,correios,130.9,3
2733,PED-48314,2024-02-22,2024-02-26,2024-03-03,Jadlog,62.86,4
2734,PED-57373,2024-08-14,2024-08-19,2024-08-17,Correios,108.99,3
2735,PED-81916,2025-09-04,2025-09-10,2025-09-14,Correios,18.06,2
2736,PED-41398,2025-05-28,2025-05-31,2025-05-27,Correios,110.78,3
2737,PED-69151,2024-06-15,2024-06-19,2024-06-16,Jadlog,24.03,4
2738,PED-73077,2025-08-11,2025-08-21,2025-08-18,Jadlog,111.69,3
2739,PED-33120,2024-12-15,2024-12-18,2024-12-19,Total Express,114.47,3
2740,PED-21327,2024-09-07,2024-09-09,2024-09-14,Correios,29.42,3
2741,PED-80098,2025-04-30,2025-05-04,2025-05-08,correios,71.19,3
2742,PED-61023,2025-03-01,2025-03-03,2025-03-04,Total Express,21.67,4
2743,PED-34922,2024-02-29,2024-03-05,2024-03-03,Total Express,110.1,1
2744,PED-74798,2024-05-24,2024-05-29,2024-06-04,Total Express,59.12,3
2745,PED-14768,2025-08-13,2025-08-18,2025-08-14,Total Express,32.83,3
2746,PED-58829,2025-03-23,2025-03-25,2025-03-31,Jadlog,62.85,1
2747,PED-21170,2025-01-30,2025-02-06,2025-02-09,correios,119.28,1
2748,PED-72053,2025-05-15,2025-05-26,2025-05-24,Total Express,81.07,3
2749,PED-14257,2025-10-08,2025-10-11,2025-10-16,Jadlog,40.48,4
2750,PED-23968,2025-12-07,2025-12-13,2025-12-09,Correios,131.95,2
2751,PED-30058,2025-10-28,2025-11-03,2025-11-05,Jadlog,52.87,4
2752,PED-57682,2025-04-24,2025-04-27,2025-05-01,Correios,73.77,3
2753,PED-13427,2024-08-06,2024-08-14,2024-08-10,Jadlog,51.26,1
2754,PED-89024,2025-11-23,2025-11-27,2025-12-01,Correios,55.85,1
2755,PED-51721,2025-10-31,2025-11-06,2025-11-07,Correios,32.11,2
2756,PED-40345,2024-08-15,2024-08-26,2024-08-23,Correios,44.5,1
2757,PED-81573,2024-04-27,2024-05-07,2024-05-12,Jadlog,127.63,3
2758,PED-15339,2026-02-03,2026-02-06,2026-02-08,Jadlog,129.29,4
2759,PED-53681,2025-03-07,2025-03-10,2025-03-16,Jadlog,105.82,2
2760,PED-87110,2025-11-16,2025-11-19,2025-11-16,Correios,22.1,4
2761,PED-57333,2025-06-02,2025-06-04,2025-06-07,Total Express,79.54,3
2762,PED-83556,2025-12-31,2026-01-04,2026-01-09,correios,18.83,2
2763,PED-84581,2024-06-18,2024-06-22,2024-06-28,Correios,91.27,1
2764,PED-26601,2024-11-13,2024-11-22,2024-11-21,correios,105.4,2
2765,PED-99313,2024-08-18,2024-08-26,2024-08-22,Jadlog,84.12,2
2766,PED-41183,2024-11-04,2024-11-13,2024-11-17,Correios,64.72,4
2767,PED-48365,2025-12-19,2025-12-24,2025-12-28,Jadlog,25.98,4
2768,PED-45305,2025-06-23,2025-07-04,2025-07-04,correios,89.36,1
2769,PED-94978,2024-06-25,2024-07-03,2024-07-03,Total Express,8.19,1
2770,PED-35056,2024-06-11,2024-06-19,2024-06-24,Jadlog,99.25,2
2771,PED-25725,2024-12-05,2024-12-17,2024-12-22,correios,25.48,1
2772,PED-16103,2024-02-22,2024-02-27,2024-02-26,Correios,98.3,2
2773,PED-24760,2024-12-28,2025-01-02,2025-01-02,Correios,94.04,1
2774,PED-24018,2025-10-30,2025-11-01,2025-11-03,Jadlog,35.24,2
2775,PED-26153,2024-08-18,2024-08-22,2024-08-28,Jadlog,50.91,4
2776,PED-78008,2025-02-11,2025-02-19,2025-02-25,Jadlog,66.53,2
2777,PED-37103,2025-12-20,2026-01-01,2025-12-30,Total Express,54.62,2
2778,PED-45900,2024-07-20,2024-07-29,2024-08-01,Total Express,14.46,1
2779,PED-30788,2024-11-11,2024-11-19,2024-11-22,Correios,111.14,1
2780,PED-47889,2025-06-20,2025-06-29,2025-07-03,correios,62.57,3
2781,PED-46612,2025-04-05,2025-04-09,2025-04-09,correios,64.25,1
2782,PED-18558,2024-03-28,2024-04-06,2024-04-10,Total Express,53.92,2
2783,PED-46125,2025-11-26,2025-12-05,2025-12-04,Total Express,135.18,3
2784,PED-38909,2024-05-02,2024-05-06,2024-05-09,Total Express,127.43,1
2785,PED-73688,2025-11-28,2025-12-03,2025-12-09,Total Express,36.89,2
2786,PED-58605,2025-09-10,2025-09-13,2025-09-13,Jadlog,99.07,3
2787,PED-50660,2025-05-06,2025-05-18,2025-05-22,Total Express,10.68,1
2788,PED-43043,2024-10-03,2024-10-08,2024-10-08,correios,108.02,2
2789,PED-79248,2024-04-27,2024-05-09,2024-05-12,Correios,27.68,1
2790,PED-65014,2025-05-29,2025-06-05,2025-06-09,Jadlog,8.19,2
2791,PED-50152,2024-07-28,2024-08-01,2024-07-29,Total Express,41.15,3
2792,PED-92424,2024-06-19,2024-06-30,2024-06-29,Total Express,96.42,3
2793,PED-71846,2024-04-22,2024-04-25,2024-04-27,correios,125.51,3
2794,PED-56777,2024-09-15,2024-09-17,2024-09-18,Total Express,108.18,3
2795,PED-66468,2025-06-26,2025-07-05,2025-07-04,Correios,99.04,1
2796,PED-40317,2025-06-17,2025-06-28,2025-06-26,Total Express,122.38,2
2797,PED-80120,2025-04-28,2025-05-07,2025-05-09,Correios,21.55,4
2798,PED-38119,2024-08-28,2024-09-01,2024-08-31,correios,56.96,1
2799,PED-87004,2024-05-26,2024-06-01,2024-05-28,Total Express,23.88,3
2800,PED-68961,2025-11-22,2025-12-04,2025-12-09,correios,20.34,2
2801,PED-22256,2025-01-31,2025-02-11,2025-02-08,Jadlog,112.43,2
2802,PED-46317,2024-08-22,2024-08-24,2024-08-27,correios,94.76,1
2803,PED-63976,2025-10-17,2025-10-26,2025-10-25,Jadlog,21.21,2
2804,PED-10012,2024-07-31,2024-08-11,2024-08-11,Total Express,99.92,3
2805,PED-31534,2024-07-31,2024-08-09,2024-08-13,Correios,105.53,1
2806,PED-35237,2024-02-07,2024-02-19,2024-02-19,correios,116.55,2
2807,PED-35671,2024-10-18,2024-10-20,2024-10-18,correios,34.09,3
2808,PED-96725,2025-01-02,2025-01-11,2025-01-07,Total Express,37.78,2
2809,PED-36760,2024-03-31,2024-04-02,2024-03-30,Jadlog,90.78,3
2810,PED-30175,2024-07-09,2024-07-21,2024-07-23,Correios,118.04,2
2811,PED-10999,2024-08-19,2024-08-28,2024-08-30,correios,57.44,2
2812,PED-24224,2025-07-11,2025-07-23,2025-07-25,Correios,108.9,2
2813,PED-64401,2024-08-29,2024-09-01,2024-08-30,Correios,65.37,2
2814,PED-82744,2024-09-20,2024-09-26,2024-09-30,Jadlog,125.0,2
2815,PED-96575,2025-04-04,2025-04-15,2025-04-19,correios,133.88,4
2816,PED-68336,2024-11-14,2024-11-18,2024-11-23,Jadlog,49.68,2
2817,PED-63191,2025-08-11,2025-08-13,2025-08-12,Jadlog,57.57,4
2818,PED-25118,2025-10-17,2025-10-20,2025-10-25,correios,126.91,2
2819,PED-83408,2025-07-24,2025-08-03,2025-07-31,Total Express,60.09,2
2820,PED-33565,2024-03-15,2024-03-17,2024-03-21,correios,113.46,2
2821,PED-89547,2024-12-30,2025-01-01,2025-01-05,Correios,39.88,1
2822,PED-80459,2024-02-22,2024-02-29,2024-03-04,Correios,42.27,3
2823,PED-33371,2025-12-11,2025-12-21,2025-12-19,Correios,64.46,2
2824,PED-93394,2025-04-06,2025-04-10,2025-04-09,Correios,76.37,4
2825,PED-93080,2024-05-26,2024-05-29,2024-05-31,Correios,105.38,3
2826,PED-99304,2025-10-30,2025-11-08,2025-11-06,Jadlog,139.04,3
2827,PED-11511,2025-03-17,2025-03-19,2025-03-15,Correios,110.34,1
2828,PED-52270,2024-08-11,2024-08-13,2024-08-10,correios,108.0,1
2829,PED-73016,2025-12-10,2025-12-13,2025-12-12,Correios,65.95,3
2830,PED-89281,2026-01-30,2026-02-01,2026-02-07,Correios,102.94,3
2831,PED-98103,2025-06-16,2025-06-23,2025-06-25,Correios,112.9,3
2832,PED-30876,2024-04-23,2024-04-29,2024-04-29,Correios,80.04,2
2833,PED-85547,2025-02-06,2025-02-17,2025-02-23,Total Express,45.91,1
2834,PED-47876,2024-06-08,2024-06-12,2024-06-10,Correios,49.46,4
2835,PED-66975,2025-08-23,2025-08-25,2025-08-29,Total Express,11.47,1
2836,PED-44247,2025-09-04,2025-09-06,2025-09-12,correios,57.88,3
2837,PED-77618,2025-04-11,2025-04-14,2025-04-15,Jadlog,77.96,4
2838,PED-26114,2024-03-19,2024-03-27,2024-04-01,correios,62.51,3
2839,PED-52158,2025-03-20,2025-03-30,2025-03-29,Jadlog,95.29,3
2840,PED-85605,2024-10-08,2024-10-14,2024-10-12,Total Express,104.31,1
2841,PED-16951,2024-02-06,2024-02-18,2024-02-21,Total Express,35.44,4
2842,PED-83172,2025-10-08,2025-10-19,2025-10-24,Total Express,89.59,1
2843,PED-78920,2024-11-11,2024-11-22,2024-11-28,correios,24.6,1
2844,PED-26044,2025-09-27,2025-10-03,2025-09-29,Total Express,41.37,1
2845,PED-10651,2024-05-29,2024-06-08,2024-06-12,Jadlog,90.58,3
2846,PED-81758,2025-08-07,2025-08-19,2025-08-17,Total Express,73.8,2
2847,PED-59556,2024-07-06,2024-07-16,2024-07-15,correios,77.74,1
2848,PED-41749,2024-10-18,2024-10-26,2024-10-26,correios,96.84,2
2849,PED-98854,2024-10-21,2024-10-29,2024-11-03,Jadlog,103.83,3
2850,PED-30787,2024-09-19,2024-09-27,2024-09-27,Correios,40.04,4
2851,PED-79248,2025-12-12,2025-12-16,2025-12-17,Total Express,36.23,3
2852,PED-70550,2025-01-30,2025-02-05,2025-02-02,Correios,116.51,3
2853,PED-30535,2026-01-18,2026-01-30,2026-02-01,Jadlog,132.89,3
2854,PED-34456,2025-10-30,2025-11-05,2025-11-01,Total Express,112.1,3
2855,PED-99546,2025-04-27,2025-05-04,2025-05-08,correios,46.79,1
2856,PED-71581,2024-12-15,2024-12-27,2024-12-24,Total Express,48.62,3
2857,PED-85459,2025-02-06,2025-02-12,2025-02-16,Correios,109.91,1
2858,PED-82887,2025-01-26,2025-02-02,2025-02-01,correios,117.61,3
2859,PED-71037,2026-01-22,2026-01-29,2026-01-27,Correios,96.93,3
2860,PED-93765,2024-07-13,2024-07-15,2024-07-15,Correios,139.09,3
2861,PED-38329,2024-11-09,2024-11-14,2024-11-13,correios,136.0,3
2862,PED-43779,2025-12-08,2025-12-13,2025-12-17,Jadlog,124.62,1
2863,PED-28535,2024-08-03,2024-08-11,2024-08-10,Correios,19.89,4
2864,PED-26223,2024-07-14,2024-07-24,2024-07-27,Correios,88.05,2
2865,PED-21982,2025-06-13,2025-06-18,2025-06-23,correios,73.02,2
2866,PED-52338,2024-07-28,2024-08-05,2024-08-11,correios,13.18,4
2867,PED-20992,2024-12-23,2024-12-25,2024-12-22,Total Express,108.11,3
2868,PED-70517,2025-11-25,2025-12-03,2025-11-30,Total Express,110.82,1
2869,PED-37355,2025-01-04,2025-01-06,2025-01-04,Correios,139.64,1
2870,PED-53855,2025-09-04,2025-09-15,2025-09-12,Total Express,22.79,2
2871,PED-11719,2025-08-18,2025-08-29,2025-09-02,correios,98.87,3
2872,PED-75188,2024-08-13,2024-08-22,2024-08-28,Jadlog,104.26,1
2873,PED-91403,2025-03-18,2025-03-26,2025-03-22,correios,59.71,3
2874,PED-19994,2024-10-20,2024-10-24,2024-10-20,Jadlog,87.69,1
2875,PED-85370,2024-09-24,2024-10-04,2024-10-10,Jadlog,22.37,3
2876,PED-62035,2025-08-19,2025-08-24,2025-08-23,Total Express,53.27,1
2877,PED-63382,2024-07-22,2024-08-02,2024-07-31,correios,30.52,2
2878,PED-88900,2025-07-16,2025-07-21,2025-07-26,correios,17.7,4
2879,PED-54262,2025-04-08,2025-04-14,2025-04-15,Total Express,18.13,3
2880,PED-27046,2024-03-20,2024-03-22,2024-03-22,Total Express,132.17,1
2881,PED-12785,2025-01-16,2025-01-23,2025-01-29,Jadlog,39.37,4
2882,PED-16076,2024-03-08,2024-03-16,2024-03-18,Correios,23.38,2
2883,PED-15525,2024-08-08,2024-08-16,2024-08-12,correios,123.48,1
2884,PED-57359,2024-11-01,2024-11-11,2024-11-10,Total Express,60.51,1
2885,PED-30184,2024-09-29,2024-10-01,2024-10-03,Total Express,17.59,2
2886,PED-38652,2025-12-02,2025-12-05,2025-12-03,Jadlog,126.47,3
2887,PED-76725,2025-07-21,2025-07-23,2025-07-25,correios,65.58,1
2888,PED-73605,2025-08-16,2025-08-25,2025-08-31,Total Express,108.72,2
2889,PED-78746,2025-10-23,2025-11-03,2025-11-02,Jadlog,46.33,1
2890,PED-49846,2025-04-19,2025-04-22,2025-04-21,Correios,112.78,4
2891,PED-49117,2025-11-14,2025-11-19,2025-11-20,correios,70.95,2
2892,PED-37782,2025-09-18,2025-09-26,2025-09-22,correios,93.16,1
2893,PED-97428,2024-03-05,2024-03-07,2024-03-04,Jadlog,67.6,1
2894,PED-76505,2025-03-13,2025-03-24,2025-03-20,Jadlog,139.1,1
2895,PED-85246,2025-12-08,2025-12-14,2025-12-14,correios,131.41,4
2896,PED-31705,2024-05-06,2024-05-12,2024-05-17,Total Express,107.82,4
2897,PED-59265,2025-02-20,2025-03-03,2025-03-08,Jadlog,117.6,4
2898,PED-48738,2024-12-15,2024-12-18,2024-12-22,correios,78.65,3
2899,PED-93463,2025-05-30,2025-06-10,2025-06-12,correios,27.4,1
2900,PED-75593,2025-08-12,2025-08-18,2025-08-14,Jadlog,83.17,2
2901,PED-24202,2025-11-14,2025-11-18,2025-11-17,correios,118.77,2
2902,PED-66344,2025-05-01,2025-05-07,2025-05-05,Total Express,82.44,1
2903,PED-13009,2024-08-11,2024-08-19,2024-08-24,Total Express,28.46,1
2904,PED-14000,2024-08-24,2024-09-02,2024-09-04,Total Express,30.96,2
